year,value,source,state-name,fuel-name
2018.0,0.911057,Filtered Data (2017-2020),,
2018.0,0.982841,Filtered Data (2017-2020),,
2018.0,0.98534,Filtered Data (2017-2020),,
2018.0,0.096243,Filtered Data (2017-2020),,
2018.0,1.081583,Filtered Data (2017-2020),,
2018.0,0.022174,Filtered Data (2017-2020),,
2018.0,0.022174,Filtered Data (2017-2020),,
2018.0,2.856068,Filtered Data (2017-2020),,
2018.0,0.00354,Filtered Data (2017-2020),,
2018.0,1.126499,Filtered Data (2017-2020),,
2018.0,1.72603,Filtered Data (2017-2020),,
2018.0,0.431525,Filtered Data (2017-2020),,
2018.0,0.929629,Filtered Data (2017-2020),,
2018.0,1.361154,Filtered Data (2017-2020),,
2018.0,3.606596,Filtered Data (2017-2020),,
2018.0,3.470314,Filtered Data (2017-2020),,
2018.0,7.07691,Filtered Data (2017-2020),,
2018.0,119.966504,Filtered Data (2017-2020),,
2018.0,1.148464,Filtered Data (2017-2020),,
2018.0,121.114969,Filtered Data (2017-2020),,
2018.0,30.121418,Filtered Data (2017-2020),,
2018.0,2.082908,Filtered Data (2017-2020),,
2018.0,68.514006,Filtered Data (2017-2020),,
2018.0,100.718332,Filtered Data (2017-2020),,
2018.0,1.237218,Filtered Data (2017-2020),,
2018.0,4.868323,Filtered Data (2017-2020),,
2018.0,5.640796,Filtered Data (2017-2020),,
2018.0,11.746338,Filtered Data (2017-2020),,
2018.0,242.017702,Filtered Data (2017-2020),,
2018.0,31.358636,Filtered Data (2017-2020),,
2018.0,130.955857,Filtered Data (2017-2020),,
2018.0,79.703209,Filtered Data (2017-2020),,
2018.0,0.563677,Filtered Data (2017-2020),,
2018.0,7.233485,Filtered Data (2017-2020),,
2018.0,7.797162,Filtered Data (2017-2020),,
2018.0,1.739111,Filtered Data (2017-2020),,
2018.0,3.073013,Filtered Data (2017-2020),,
2018.0,4.812124,Filtered Data (2017-2020),,
2018.0,63.216679,Filtered Data (2017-2020),,
2018.0,0.938676,Filtered Data (2017-2020),,
2018.0,64.155356,Filtered Data (2017-2020),,
2018.0,31.733441,Filtered Data (2017-2020),,
2018.0,0.185424,Filtered Data (2017-2020),,
2018.0,20.337493,Filtered Data (2017-2020),,
2018.0,52.256358,Filtered Data (2017-2020),,
2018.0,0.806228,Filtered Data (2017-2020),,
2018.0,3.851492,Filtered Data (2017-2020),,
2018.0,8.245118,Filtered Data (2017-2020),,
2018.0,12.902838,Filtered Data (2017-2020),,
2018.0,141.923837,Filtered Data (2017-2020),,
2018.0,32.539669,Filtered Data (2017-2020),,
2018.0,69.556383,Filtered Data (2017-2020),,
2018.0,39.827784,Filtered Data (2017-2020),,
2018.0,0.028612,Filtered Data (2017-2020),,
2018.0,0.030053,Filtered Data (2017-2020),,
2018.0,0.058665,Filtered Data (2017-2020),,
2018.0,0.395417,Filtered Data (2017-2020),,
2018.0,0.132381,Filtered Data (2017-2020),,
2018.0,0.527798,Filtered Data (2017-2020),,
2018.0,12.193705,Filtered Data (2017-2020),,
2018.0,0.000106,Filtered Data (2017-2020),,
2018.0,12.193811,Filtered Data (2017-2020),,
2018.0,1.374395,Filtered Data (2017-2020),,
2018.0,4.884032,Filtered Data (2017-2020),,
2018.0,6.258427,Filtered Data (2017-2020),,
2018.0,1.258032,Filtered Data (2017-2020),,
2018.0,0.004407,Filtered Data (2017-2020),,
2018.0,1.26244,Filtered Data (2017-2020),,
2018.0,20.301141,Filtered Data (2017-2020),,
2018.0,1.374395,Filtered Data (2017-2020),,
2018.0,18.759799,Filtered Data (2017-2020),,
2018.0,0.166947,Filtered Data (2017-2020),,
2018.0,0.280006,Filtered Data (2017-2020),,
2018.0,1.513596,Filtered Data (2017-2020),,
2018.0,1.793602,Filtered Data (2017-2020),,
2018.0,0.383924,Filtered Data (2017-2020),,
2018.0,1.052486,Filtered Data (2017-2020),,
2018.0,1.43641,Filtered Data (2017-2020),,
2018.0,10.825015,Filtered Data (2017-2020),,
2018.0,0.363386,Filtered Data (2017-2020),,
2018.0,11.188401,Filtered Data (2017-2020),,
2018.0,1.281903,Filtered Data (2017-2020),,
2018.0,1.281903,Filtered Data (2017-2020),,
2018.0,0.269954,Filtered Data (2017-2020),,
2018.0,1.236861,Filtered Data (2017-2020),,
2018.0,1.835654,Filtered Data (2017-2020),,
2018.0,3.342468,Filtered Data (2017-2020),,
2018.0,19.042785,Filtered Data (2017-2020),,
2018.0,0.269954,Filtered Data (2017-2020),,
2018.0,12.725806,Filtered Data (2017-2020),,
2018.0,6.047025,Filtered Data (2017-2020),,
2018.0,25.305713,Filtered Data (2017-2020),,
2018.0,0.24442,Filtered Data (2017-2020),,
2018.0,1.585109,Filtered Data (2017-2020),,
2018.0,13.177447,Filtered Data (2017-2020),,
2018.0,15.006976,Filtered Data (2017-2020),,
2018.0,68.507456,Filtered Data (2017-2020),,
2018.0,1.434549,Filtered Data (2017-2020),,
2018.0,69.942005,Filtered Data (2017-2020),,
2018.0,59.493984,Filtered Data (2017-2020),,
2018.0,0.045225,Filtered Data (2017-2020),,
2018.0,7.556924,Filtered Data (2017-2020),,
2018.0,67.096133,Filtered Data (2017-2020),,
2018.0,7.560647,Filtered Data (2017-2020),,
2018.0,14.48717,Filtered Data (2017-2020),,
2018.0,13.713123,Filtered Data (2017-2020),,
2018.0,35.76094,Filtered Data (2017-2020),,
2018.0,213.111767,Filtered Data (2017-2020),,
2018.0,67.299051,Filtered Data (2017-2020),,
2018.0,86.066147,Filtered Data (2017-2020),,
2018.0,59.746569,Filtered Data (2017-2020),,
2018.0,1.441186,Filtered Data (2017-2020),,
2018.0,23.864526,Filtered Data (2017-2020),,
2018.0,0.943119,Filtered Data (2017-2020),,
2018.0,7.980362,Filtered Data (2017-2020),,
2018.0,8.923481,Filtered Data (2017-2020),,
2018.0,0.136033,Filtered Data (2017-2020),,
2018.0,1.05693,Filtered Data (2017-2020),,
2018.0,4.769625,Filtered Data (2017-2020),,
2018.0,5.962588,Filtered Data (2017-2020),,
2018.0,38.800145,Filtered Data (2017-2020),,
2018.0,0.440158,Filtered Data (2017-2020),,
2018.0,39.240303,Filtered Data (2017-2020),,
2018.0,79.237843,Filtered Data (2017-2020),,
2018.0,0.091637,Filtered Data (2017-2020),,
2018.0,10.907608,Filtered Data (2017-2020),,
2018.0,90.237089,Filtered Data (2017-2020),,
2018.0,14.514012,Filtered Data (2017-2020),,
2018.0,8.11668,Filtered Data (2017-2020),,
2018.0,22.224037,Filtered Data (2017-2020),,
2018.0,44.854729,Filtered Data (2017-2020),,
2018.0,189.21819,Filtered Data (2017-2020),,
2018.0,93.887888,Filtered Data (2017-2020),,
2018.0,49.008511,Filtered Data (2017-2020),,
2018.0,46.321791,Filtered Data (2017-2020),,
2018.0,1.49257,Filtered Data (2017-2020),,
2018.0,3.974705,Filtered Data (2017-2020),,
2018.0,5.467276,Filtered Data (2017-2020),,
2018.0,0.229975,Filtered Data (2017-2020),,
2018.0,0.90022,Filtered Data (2017-2020),,
2018.0,3.185023,Filtered Data (2017-2020),,
2018.0,4.315218,Filtered Data (2017-2020),,
2018.0,19.887239,Filtered Data (2017-2020),,
2018.0,0.687301,Filtered Data (2017-2020),,
2018.0,20.57454,Filtered Data (2017-2020),,
2018.0,26.722978,Filtered Data (2017-2020),,
2018.0,0.055383,Filtered Data (2017-2020),,
2018.0,2.68841,Filtered Data (2017-2020),,
2018.0,29.466771,Filtered Data (2017-2020),,
2018.0,4.200306,Filtered Data (2017-2020),,
2018.0,4.679134,Filtered Data (2017-2020),,
2018.0,13.732322,Filtered Data (2017-2020),,
2018.0,22.611762,Filtered Data (2017-2020),,
2018.0,82.435566,Filtered Data (2017-2020),,
2018.0,31.153259,Filtered Data (2017-2020),,
2018.0,27.014546,Filtered Data (2017-2020),,
2018.0,24.267761,Filtered Data (2017-2020),,
2018.0,0.530427,Filtered Data (2017-2020),,
2018.0,3.688832,Filtered Data (2017-2020),,
2018.0,4.21926,Filtered Data (2017-2020),,
2018.0,0.428054,Filtered Data (2017-2020),,
2018.0,2.211585,Filtered Data (2017-2020),,
2018.0,2.639639,Filtered Data (2017-2020),,
2018.0,17.469301,Filtered Data (2017-2020),,
2018.0,1.62349,Filtered Data (2017-2020),,
2018.0,19.092792,Filtered Data (2017-2020),,
2018.0,21.537452,Filtered Data (2017-2020),,
2018.0,0.050489,Filtered Data (2017-2020),,
2018.0,1.545554,Filtered Data (2017-2020),,
2018.0,23.133495,Filtered Data (2017-2020),,
2018.0,0.241744,Filtered Data (2017-2020),,
2018.0,5.913099,Filtered Data (2017-2020),,
2018.0,7.618543,Filtered Data (2017-2020),,
2018.0,13.773386,Filtered Data (2017-2020),,
2018.0,62.85857,Filtered Data (2017-2020),,
2018.0,21.779196,Filtered Data (2017-2020),,
2018.0,24.39137,Filtered Data (2017-2020),,
2018.0,16.688004,Filtered Data (2017-2020),,
2018.0,0.411189,Filtered Data (2017-2020),,
2018.0,2.862378,Filtered Data (2017-2020),,
2018.0,3.273567,Filtered Data (2017-2020),,
2018.0,0.013584,Filtered Data (2017-2020),,
2018.0,0.723428,Filtered Data (2017-2020),,
2018.0,2.13931,Filtered Data (2017-2020),,
2018.0,2.876322,Filtered Data (2017-2020),,
2018.0,33.277697,Filtered Data (2017-2020),,
2018.0,0.790952,Filtered Data (2017-2020),,
2018.0,34.068649,Filtered Data (2017-2020),,
2018.0,60.833749,Filtered Data (2017-2020),,
2018.0,0.076957,Filtered Data (2017-2020),,
2018.0,6.229094,Filtered Data (2017-2020),,
2018.0,41.441925,Filtered Data (2017-2020),,
2018.0,18.585803,Filtered Data (2017-2020),,
2018.0,67.1398,Filtered Data (2017-2020),,
2018.0,1.898476,Filtered Data (2017-2020),,
2018.0,6.952653,Filtered Data (2017-2020),,
2018.0,6.564069,Filtered Data (2017-2020),,
2018.0,15.415198,Filtered Data (2017-2020),,
2018.0,122.773536,Filtered Data (2017-2020),,
2018.0,62.745809,Filtered Data (2017-2020),,
2018.0,0.110806,Filtered Data (2017-2020),,
2018.0,2.044231,Filtered Data (2017-2020),,
2018.0,2.155037,Filtered Data (2017-2020),,
2018.0,0.613672,Filtered Data (2017-2020),,
2018.0,1.882697,Filtered Data (2017-2020),,
2018.0,2.496369,Filtered Data (2017-2020),,
2018.0,30.827009,Filtered Data (2017-2020),,
2018.0,7.205284,Filtered Data (2017-2020),,
2018.0,38.032293,Filtered Data (2017-2020),,
2018.0,12.805302,Filtered Data (2017-2020),,
2018.0,4.763471,Filtered Data (2017-2020),,
2018.0,16.345433,Filtered Data (2017-2020),,
2018.0,33.914207,Filtered Data (2017-2020),,
2018.0,0.378682,Filtered Data (2017-2020),,
2018.0,49.606427,Filtered Data (2017-2020),,
2018.0,68.187057,Filtered Data (2017-2020),,
2018.0,118.172166,Filtered Data (2017-2020),,
2018.0,194.770071,Filtered Data (2017-2020),,
2018.0,13.183984,Filtered Data (2017-2020),,
2018.0,85.921386,Filtered Data (2017-2020),,
2018.0,95.664702,Filtered Data (2017-2020),,
2018.0,2.950756,Filtered Data (2017-2020),,
2018.0,0.168889,Filtered Data (2017-2020),,
2018.0,3.119644,Filtered Data (2017-2020),,
2018.0,1.227209,Filtered Data (2017-2020),,
2018.0,0.52582,Filtered Data (2017-2020),,
2018.0,1.753028,Filtered Data (2017-2020),,
2018.0,7.227269,Filtered Data (2017-2020),,
2018.0,0.045026,Filtered Data (2017-2020),,
2018.0,7.272296,Filtered Data (2017-2020),,
2018.0,0.150861,Filtered Data (2017-2020),,
2018.0,0.151376,Filtered Data (2017-2020),,
2018.0,0.76455,Filtered Data (2017-2020),,
2018.0,1.066786,Filtered Data (2017-2020),,
2018.0,0.051352,Filtered Data (2017-2020),,
2018.0,0.490139,Filtered Data (2017-2020),,
2018.0,1.009997,Filtered Data (2017-2020),,
2018.0,1.551488,Filtered Data (2017-2020),,
2018.0,14.763242,Filtered Data (2017-2020),,
2018.0,0.202213,Filtered Data (2017-2020),,
2018.0,12.046748,Filtered Data (2017-2020),,
2018.0,2.514281,Filtered Data (2017-2020),,
2018.0,1.533564,Filtered Data (2017-2020),,
2018.0,4.773593,Filtered Data (2017-2020),,
2018.0,6.307157,Filtered Data (2017-2020),,
2018.0,1.347053,Filtered Data (2017-2020),,
2018.0,4.27153,Filtered Data (2017-2020),,
2018.0,5.618583,Filtered Data (2017-2020),,
2018.0,29.243553,Filtered Data (2017-2020),,
2018.0,1.272538,Filtered Data (2017-2020),,
2018.0,30.516092,Filtered Data (2017-2020),,
2018.0,10.740792,Filtered Data (2017-2020),,
2018.0,0.237328,Filtered Data (2017-2020),,
2018.0,5.360524,Filtered Data (2017-2020),,
2018.0,16.338644,Filtered Data (2017-2020),,
2018.0,1.139296,Filtered Data (2017-2020),,
2018.0,0.909287,Filtered Data (2017-2020),,
2018.0,0.858381,Filtered Data (2017-2020),,
2018.0,2.906964,Filtered Data (2017-2020),,
2018.0,61.68744,Filtered Data (2017-2020),,
2018.0,11.880088,Filtered Data (2017-2020),,
2018.0,33.270785,Filtered Data (2017-2020),,
2018.0,16.536566,Filtered Data (2017-2020),,
2018.0,6.243416,Filtered Data (2017-2020),,
2018.0,7.104861,Filtered Data (2017-2020),,
2018.0,13.348276,Filtered Data (2017-2020),,
2018.0,1.409628,Filtered Data (2017-2020),,
2018.0,6.476819,Filtered Data (2017-2020),,
2018.0,7.886447,Filtered Data (2017-2020),,
2018.0,31.476399,Filtered Data (2017-2020),,
2018.0,0.45074,Filtered Data (2017-2020),,
2018.0,31.927139,Filtered Data (2017-2020),,
2018.0,0.347079,Filtered Data (2017-2020),,
2018.0,7.300628,Filtered Data (2017-2020),,
2018.0,7.647706,Filtered Data (2017-2020),,
2018.0,0.009658,Filtered Data (2017-2020),,
2018.0,0.807768,Filtered Data (2017-2020),,
2018.0,2.481073,Filtered Data (2017-2020),,
2018.0,3.298499,Filtered Data (2017-2020),,
2018.0,64.108068,Filtered Data (2017-2020),,
2018.0,0.009658,Filtered Data (2017-2020),,
2018.0,40.284289,Filtered Data (2017-2020),,
2018.0,23.81412,Filtered Data (2017-2020),,
2018.0,2.892454,Filtered Data (2017-2020),,
2018.0,18.119559,Filtered Data (2017-2020),,
2018.0,21.012013,Filtered Data (2017-2020),,
2018.0,1.483498,Filtered Data (2017-2020),,
2018.0,9.993694,Filtered Data (2017-2020),,
2018.0,11.477191,Filtered Data (2017-2020),,
2018.0,52.002583,Filtered Data (2017-2020),,
2018.0,1.195131,Filtered Data (2017-2020),,
2018.0,53.197714,Filtered Data (2017-2020),,
2018.0,43.281632,Filtered Data (2017-2020),,
2018.0,1.596168,Filtered Data (2017-2020),,
2018.0,14.074219,Filtered Data (2017-2020),,
2018.0,58.952018,Filtered Data (2017-2020),,
2018.0,4.992646,Filtered Data (2017-2020),,
2018.0,4.416227,Filtered Data (2017-2020),,
2018.0,9.674604,Filtered Data (2017-2020),,
2018.0,19.083477,Filtered Data (2017-2020),,
2018.0,163.722413,Filtered Data (2017-2020),,
2018.0,48.274278,Filtered Data (2017-2020),,
2018.0,62.390929,Filtered Data (2017-2020),,
2018.0,53.057206,Filtered Data (2017-2020),,
2018.0,2.064785,Filtered Data (2017-2020),,
2018.0,7.824331,Filtered Data (2017-2020),,
2018.0,9.889116,Filtered Data (2017-2020),,
2018.0,0.01148,Filtered Data (2017-2020),,
2018.0,1.120418,Filtered Data (2017-2020),,
2018.0,6.088248,Filtered Data (2017-2020),,
2018.0,7.220145,Filtered Data (2017-2020),,
2018.0,32.587588,Filtered Data (2017-2020),,
2018.0,0.778782,Filtered Data (2017-2020),,
2018.0,33.366371,Filtered Data (2017-2020),,
2018.0,23.131298,Filtered Data (2017-2020),,
2018.0,0.032547,Filtered Data (2017-2020),,
2018.0,3.574388,Filtered Data (2017-2020),,
2018.0,26.738234,Filtered Data (2017-2020),,
2018.0,1.875335,Filtered Data (2017-2020),,
2018.0,7.108296,Filtered Data (2017-2020),,
2018.0,8.55919,Filtered Data (2017-2020),,
2018.0,17.542821,Filtered Data (2017-2020),,
2018.0,94.756687,Filtered Data (2017-2020),,
2018.0,25.018112,Filtered Data (2017-2020),,
2018.0,42.913635,Filtered Data (2017-2020),,
2018.0,26.824939,Filtered Data (2017-2020),,
2018.0,0.348959,Filtered Data (2017-2020),,
2018.0,1.325713,Filtered Data (2017-2020),,
2018.0,1.674672,Filtered Data (2017-2020),,
2018.0,0.544647,Filtered Data (2017-2020),,
2018.0,1.141904,Filtered Data (2017-2020),,
2018.0,1.68655,Filtered Data (2017-2020),,
2018.0,21.423592,Filtered Data (2017-2020),,
2018.0,1.44148,Filtered Data (2017-2020),,
2018.0,22.865072,Filtered Data (2017-2020),,
2018.0,5.741235,Filtered Data (2017-2020),,
2018.0,0.020018,Filtered Data (2017-2020),,
2018.0,19.971303,Filtered Data (2017-2020),,
2018.0,25.732556,Filtered Data (2017-2020),,
2018.0,4.156214,Filtered Data (2017-2020),,
2018.0,7.119522,Filtered Data (2017-2020),,
2018.0,11.275736,Filtered Data (2017-2020),,
2018.0,63.234586,Filtered Data (2017-2020),,
2018.0,5.741235,Filtered Data (2017-2020),,
2018.0,26.49343,Filtered Data (2017-2020),,
2018.0,30.999921,Filtered Data (2017-2020),,
2018.0,1.050509,Filtered Data (2017-2020),,
2018.0,6.161952,Filtered Data (2017-2020),,
2018.0,7.21246,Filtered Data (2017-2020),,
2018.0,0.026403,Filtered Data (2017-2020),,
2018.0,1.142912,Filtered Data (2017-2020),,
2018.0,3.752218,Filtered Data (2017-2020),,
2018.0,4.921534,Filtered Data (2017-2020),,
2018.0,38.013798,Filtered Data (2017-2020),,
2018.0,0.528095,Filtered Data (2017-2020),,
2018.0,38.541892,Filtered Data (2017-2020),,
2018.0,62.094113,Filtered Data (2017-2020),,
2018.0,0.08274,Filtered Data (2017-2020),,
2018.0,3.437669,Filtered Data (2017-2020),,
2018.0,65.614522,Filtered Data (2017-2020),,
2018.0,1.799789,Filtered Data (2017-2020),,
2018.0,3.236892,Filtered Data (2017-2020),,
2018.0,3.455914,Filtered Data (2017-2020),,
2018.0,8.492595,Filtered Data (2017-2020),,
2018.0,124.783004,Filtered Data (2017-2020),,
2018.0,63.920306,Filtered Data (2017-2020),,
2018.0,43.526851,Filtered Data (2017-2020),,
2018.0,17.335847,Filtered Data (2017-2020),,
2018.0,0.458651,Filtered Data (2017-2020),,
2018.0,1.248306,Filtered Data (2017-2020),,
2018.0,1.706957,Filtered Data (2017-2020),,
2018.0,0.006314,Filtered Data (2017-2020),,
2018.0,0.241071,Filtered Data (2017-2020),,
2018.0,1.451903,Filtered Data (2017-2020),,
2018.0,1.699288,Filtered Data (2017-2020),,
2018.0,7.869292,Filtered Data (2017-2020),,
2018.0,0.237778,Filtered Data (2017-2020),,
2018.0,8.107069,Filtered Data (2017-2020),,
2018.0,14.152338,Filtered Data (2017-2020),,
2018.0,0.731964,Filtered Data (2017-2020),,
2018.0,0.282698,Filtered Data (2017-2020),,
2018.0,15.167,Filtered Data (2017-2020),,
2018.0,0.410143,Filtered Data (2017-2020),,
2018.0,2.653104,Filtered Data (2017-2020),,
2018.0,1.514945,Filtered Data (2017-2020),,
2018.0,4.578191,Filtered Data (2017-2020),,
2018.0,31.258506,Filtered Data (2017-2020),,
2018.0,14.568794,Filtered Data (2017-2020),,
2018.0,11.954082,Filtered Data (2017-2020),,
2018.0,4.735629,Filtered Data (2017-2020),,
2018.0,0.417374,Filtered Data (2017-2020),,
2018.0,2.376876,Filtered Data (2017-2020),,
2018.0,2.79425,Filtered Data (2017-2020),,
2018.0,0.354967,Filtered Data (2017-2020),,
2018.0,1.982591,Filtered Data (2017-2020),,
2018.0,2.337558,Filtered Data (2017-2020),,
2018.0,13.881687,Filtered Data (2017-2020),,
2018.0,0.528888,Filtered Data (2017-2020),,
2018.0,14.410576,Filtered Data (2017-2020),,
2018.0,23.317077,Filtered Data (2017-2020),,
2018.0,0.01468,Filtered Data (2017-2020),,
2018.0,0.515608,Filtered Data (2017-2020),,
2018.0,23.847364,Filtered Data (2017-2020),,
2018.0,1.944281,Filtered Data (2017-2020),,
2018.0,2.211251,Filtered Data (2017-2020),,
2018.0,4.810935,Filtered Data (2017-2020),,
2018.0,8.966468,Filtered Data (2017-2020),,
2018.0,52.356216,Filtered Data (2017-2020),,
2018.0,25.261358,Filtered Data (2017-2020),,
2018.0,16.87996,Filtered Data (2017-2020),,
2018.0,10.214898,Filtered Data (2017-2020),,
2018.0,0.133674,Filtered Data (2017-2020),,
2018.0,2.29386,Filtered Data (2017-2020),,
2018.0,2.427535,Filtered Data (2017-2020),,
2018.0,0.606748,Filtered Data (2017-2020),,
2018.0,1.796824,Filtered Data (2017-2020),,
2018.0,2.403572,Filtered Data (2017-2020),,
2018.0,18.842827,Filtered Data (2017-2020),,
2018.0,0.283915,Filtered Data (2017-2020),,
2018.0,19.126742,Filtered Data (2017-2020),,
2018.0,2.692827,Filtered Data (2017-2020),,
2018.0,0.009119,Filtered Data (2017-2020),,
2018.0,10.968719,Filtered Data (2017-2020),,
2018.0,13.670666,Filtered Data (2017-2020),,
2018.0,0.654851,Filtered Data (2017-2020),,
2018.0,2.042962,Filtered Data (2017-2020),,
2018.0,1.05807,Filtered Data (2017-2020),,
2018.0,3.755884,Filtered Data (2017-2020),,
2018.0,41.384398,Filtered Data (2017-2020),,
2018.0,3.347679,Filtered Data (2017-2020),,
2018.0,21.635331,Filtered Data (2017-2020),,
2018.0,16.401388,Filtered Data (2017-2020),,
2018.0,2.598212,Filtered Data (2017-2020),,
2018.0,0.443968,Filtered Data (2017-2020),,
2018.0,3.042179,Filtered Data (2017-2020),,
2018.0,0.917444,Filtered Data (2017-2020),,
2018.0,0.55291,Filtered Data (2017-2020),,
2018.0,1.470353,Filtered Data (2017-2020),,
2018.0,6.894341,Filtered Data (2017-2020),,
2018.0,0.009894,Filtered Data (2017-2020),,
2018.0,6.904235,Filtered Data (2017-2020),,
2018.0,0.745983,Filtered Data (2017-2020),,
2018.0,0.127995,Filtered Data (2017-2020),,
2018.0,1.17529,Filtered Data (2017-2020),,
2018.0,2.049267,Filtered Data (2017-2020),,
2018.0,0.255511,Filtered Data (2017-2020),,
2018.0,0.51822,Filtered Data (2017-2020),,
2018.0,0.773731,Filtered Data (2017-2020),,
2018.0,14.239766,Filtered Data (2017-2020),,
2018.0,0.745983,Filtered Data (2017-2020),,
2018.0,10.793502,Filtered Data (2017-2020),,
2018.0,2.700281,Filtered Data (2017-2020),,
2018.0,17.326764,Filtered Data (2017-2020),,
2018.0,5.842481,Filtered Data (2017-2020),,
2018.0,3.380739,Filtered Data (2017-2020),,
2018.0,9.22322,Filtered Data (2017-2020),,
2018.0,105.076701,Filtered Data (2017-2020),,
2018.0,1.600639,Filtered Data (2017-2020),,
2018.0,61.321922,Filtered Data (2017-2020),,
2018.0,42.15414,Filtered Data (2017-2020),,
2018.0,2.148716,Filtered Data (2017-2020),,
2018.0,13.624484,Filtered Data (2017-2020),,
2018.0,15.7732,Filtered Data (2017-2020),,
2018.0,1.484363,Filtered Data (2017-2020),,
2018.0,9.20925,Filtered Data (2017-2020),,
2018.0,10.693613,Filtered Data (2017-2020),,
2018.0,51.736042,Filtered Data (2017-2020),,
2018.0,0.323862,Filtered Data (2017-2020),,
2018.0,52.059904,Filtered Data (2017-2020),,
2018.0,1.600639,Filtered Data (2017-2020),,
2018.0,0.11032,Filtered Data (2017-2020),,
2018.0,15.615804,Filtered Data (2017-2020),,
2018.0,0.279373,Filtered Data (2017-2020),,
2018.0,1.885554,Filtered Data (2017-2020),,
2018.0,2.164926,Filtered Data (2017-2020),,
2018.0,0.294557,Filtered Data (2017-2020),,
2018.0,1.420739,Filtered Data (2017-2020),,
2018.0,1.715297,Filtered Data (2017-2020),,
2018.0,15.189131,Filtered Data (2017-2020),,
2018.0,0.554497,Filtered Data (2017-2020),,
2018.0,15.743628,Filtered Data (2017-2020),,
2018.0,12.917516,Filtered Data (2017-2020),,
2018.0,0.017794,Filtered Data (2017-2020),,
2018.0,5.406661,Filtered Data (2017-2020),,
2018.0,18.34197,Filtered Data (2017-2020),,
2018.0,0.171459,Filtered Data (2017-2020),,
2018.0,2.340053,Filtered Data (2017-2020),,
2018.0,5.37814,Filtered Data (2017-2020),,
2018.0,7.889652,Filtered Data (2017-2020),,
2018.0,45.855474,Filtered Data (2017-2020),,
2018.0,13.088974,Filtered Data (2017-2020),,
2018.0,18.120908,Filtered Data (2017-2020),,
2018.0,14.645591,Filtered Data (2017-2020),,
2018.0,9.853054,Filtered Data (2017-2020),,
2018.0,26.540397,Filtered Data (2017-2020),,
2018.0,36.39345,Filtered Data (2017-2020),,
2018.0,5.16012,Filtered Data (2017-2020),,
2018.0,18.044268,Filtered Data (2017-2020),,
2018.0,23.204388,Filtered Data (2017-2020),,
2018.0,80.517798,Filtered Data (2017-2020),,
2018.0,1.499575,Filtered Data (2017-2020),,
2018.0,82.017373,Filtered Data (2017-2020),,
2018.0,0.668113,Filtered Data (2017-2020),,
2018.0,1.099987,Filtered Data (2017-2020),,
2018.0,22.648972,Filtered Data (2017-2020),,
2018.0,24.417072,Filtered Data (2017-2020),,
2018.0,0.921234,Filtered Data (2017-2020),,
2018.0,3.353449,Filtered Data (2017-2020),,
2018.0,4.792293,Filtered Data (2017-2020),,
2018.0,9.066977,Filtered Data (2017-2020),,
2018.0,175.09926,Filtered Data (2017-2020),,
2018.0,1.589347,Filtered Data (2017-2020),,
2018.0,99.984408,Filtered Data (2017-2020),,
2018.0,73.525505,Filtered Data (2017-2020),,
2018.0,1.55296,Filtered Data (2017-2020),,
2018.0,3.990155,Filtered Data (2017-2020),,
2018.0,5.543114,Filtered Data (2017-2020),,
2018.0,0.192188,Filtered Data (2017-2020),,
2018.0,1.896014,Filtered Data (2017-2020),,
2018.0,3.158357,Filtered Data (2017-2020),,
2018.0,5.246558,Filtered Data (2017-2020),,
2018.0,54.947979,Filtered Data (2017-2020),,
2018.0,0.232698,Filtered Data (2017-2020),,
2018.0,55.180678,Filtered Data (2017-2020),,
2018.0,29.879007,Filtered Data (2017-2020),,
2018.0,0.514532,Filtered Data (2017-2020),,
2018.0,17.968077,Filtered Data (2017-2020),,
2018.0,48.361616,Filtered Data (2017-2020),,
2018.0,1.030473,Filtered Data (2017-2020),,
2018.0,2.761138,Filtered Data (2017-2020),,
2018.0,6.089312,Filtered Data (2017-2020),,
2018.0,9.880923,Filtered Data (2017-2020),,
2018.0,124.21289,Filtered Data (2017-2020),,
2018.0,31.101668,Filtered Data (2017-2020),,
2018.0,61.672622,Filtered Data (2017-2020),,
2018.0,31.438599,Filtered Data (2017-2020),,
2018.0,0.455367,Filtered Data (2017-2020),,
2018.0,0.725396,Filtered Data (2017-2020),,
2018.0,1.180764,Filtered Data (2017-2020),,
2018.0,0.096142,Filtered Data (2017-2020),,
2018.0,0.256262,Filtered Data (2017-2020),,
2018.0,0.826825,Filtered Data (2017-2020),,
2018.0,1.179228,Filtered Data (2017-2020),,
2018.0,8.11795,Filtered Data (2017-2020),,
2018.0,1.177459,Filtered Data (2017-2020),,
2018.0,9.295409,Filtered Data (2017-2020),,
2018.0,29.768133,Filtered Data (2017-2020),,
2018.0,0.031658,Filtered Data (2017-2020),,
2018.0,0.556931,Filtered Data (2017-2020),,
2018.0,30.356722,Filtered Data (2017-2020),,
2018.0,9.092375,Filtered Data (2017-2020),,
2018.0,4.414792,Filtered Data (2017-2020),,
2018.0,3.764516,Filtered Data (2017-2020),,
2018.0,17.271683,Filtered Data (2017-2020),,
2018.0,59.283805,Filtered Data (2017-2020),,
2018.0,38.95665,Filtered Data (2017-2020),,
2018.0,13.276029,Filtered Data (2017-2020),,
2018.0,7.051126,Filtered Data (2017-2020),,
2018.0,1.847042,Filtered Data (2017-2020),,
