Año,Id_Marca,Id_Modelo,Costo_Combustible,Co2,ID_Combustible
2006,119,4067,4650.0,-1.0,1
2006,119,4076,3450.0,-1.0,1
1986,132,1655,2650.0,-1.0,2
2006,7,1689,5450.0,-1.0,1
2006,85,5140,3450.0,-1.0,1
2006,123,1554,2700.0,-1.0,1
2006,149,1340,3450.0,-1.0,1
2006,149,1344,3450.0,-1.0,1
2006,149,1345,3450.0,-1.0,1
1985,148,11,2050.0,-1.0,2
2006,1,3774,2850.0,-1.0,1
2006,8,3968,4100.0,-1.0,1
1986,145,2500,4100.0,-1.0,1
2006,55,3306,2950.0,-1.0,2
2006,55,3307,2950.0,-1.0,2
2006,55,3308,2950.0,-1.0,2
2006,55,3306,2950.0,-1.0,2
2006,55,3307,2950.0,-1.0,2
2006,55,3308,2950.0,-1.0,2
2006,76,4619,2800.0,-1.0,2
2006,76,4619,2800.0,-1.0,2
2006,119,1209,3250.0,-1.0,1
2006,119,1213,3650.0,-1.0,1
1986,145,3884,2300.0,-1.0,2
2006,124,1910,3450.0,-1.0,1
2006,162,554,3100.0,-1.0,1
2006,178,2644,3250.0,-1.0,1
2006,178,2644,3650.0,-1.0,1
2006,167,5347,1750.0,-1.0,2
2006,21,182,3250.0,-1.0,1
1986,145,3884,2800.0,-1.0,2
2006,55,2260,2100.0,-1.0,2
2006,76,808,1850.0,-1.0,2
2006,80,2339,3250.0,-1.0,1
2006,113,103,2200.0,-1.0,2
2006,119,1197,4100.0,-1.0,1
2006,119,1228,4350.0,-1.0,1
2006,124,2846,2050.0,-1.0,2
2006,124,2847,2050.0,-1.0,2
2006,124,2846,2300.0,-1.0,2
2006,124,2847,2300.0,-1.0,2
2006,129,4211,2300.0,-1.0,2
2006,148,2358,2200.0,-1.0,2
2006,148,2358,2800.0,-1.0,2
2006,162,556,3450.0,-1.0,1
2006,165,2660,2850.0,-1.0,1
2006,178,2880,2300.0,-1.0,2
2006,180,3894,2400.0,-1.0,2
2006,180,3894,2300.0,-1.0,2
2006,186,1305,2200.0,-1.0,2
1986,148,2521,2950.0,-1.0,2
2006,195,3797,2400.0,-1.0,2
2006,195,3797,2400.0,-1.0,2
2006,195,2438,2700.0,-1.0,1
2006,195,2438,2950.0,-1.0,1
2006,195,2688,1750.0,-1.0,3
2006,196,3970,2850.0,-1.0,1
2006,196,4008,2950.0,-1.0,1
2006,196,4013,3650.0,-1.0,1
2006,8,679,3650.0,-1.0,1
2006,21,345,3100.0,-1.0,1
2006,21,348,3250.0,-1.0,1
2006,21,363,3250.0,-1.0,1
2006,21,363,3250.0,-1.0,1
2006,21,390,4100.0,-1.0,1
2006,27,4098,3850.0,-1.0,1
2006,29,1980,2650.0,-1.0,2
2006,29,3275,2550.0,-1.0,2
2006,52,429,5450.0,-1.0,1
2006,74,814,2050.0,-1.0,2
2006,74,814,2550.0,-1.0,2
2006,76,1929,2200.0,-1.0,2
2006,85,3938,3450.0,-1.0,1
2006,85,3939,3850.0,-1.0,1
2006,99,1875,3100.0,-1.0,1
2006,99,2414,3100.0,-1.0,1
1986,196,487,2550.0,-1.0,2
2006,101,5238,2650.0,-1.0,2
2006,119,1790,2150.0,-1.0,3
2006,124,2454,2300.0,-1.0,2
2006,148,2521,2550.0,-1.0,2
2006,148,2521,3450.0,-1.0,1
2006,180,4881,2650.0,-1.0,2
2006,186,1295,2200.0,-1.0,2
2006,195,3510,2700.0,-1.0,1
2006,21,517,4100.0,-1.0,1
2006,27,915,3800.0,-1.0,2
2006,29,3109,2800.0,-1.0,2
2006,30,119,2950.0,-1.0,2
2006,55,1637,2950.0,-1.0,2
2006,55,2248,2650.0,-1.0,2
2006,80,2972,2950.0,-1.0,2
2006,85,5121,3450.0,-1.0,1
2006,112,430,5050.0,-1.0,1
2006,119,3981,3850.0,-1.0,1
1986,27,2907,2950.0,-1.0,2
1986,27,2908,2950.0,-1.0,2
1986,27,2909,2950.0,-1.0,2
2006,8,658,2850.0,-1.0,1
2006,21,183,3250.0,-1.0,1
2006,148,4885,2600.0,-1.0,1
1986,29,1320,2800.0,-1.0,2
2006,186,3126,2100.0,-1.0,2
2006,186,3125,1850.0,-1.0,2
2006,167,5348,1900.0,-1.0,2
2006,21,364,3250.0,-1.0,1
2006,119,1835,4100.0,-1.0,1
2006,178,2886,3450.0,-1.0,1
2006,196,4811,3250.0,-1.0,1
2006,196,4812,3250.0,-1.0,1
2006,196,4812,3100.0,-1.0,1
2006,29,4312,4350.0,-1.0,1
2006,29,1484,3100.0,-1.0,2
2006,42,1699,3550.0,-1.0,2
2006,42,3808,3300.0,-1.0,2
2006,42,3808,3800.0,-1.0,2
2006,55,3865,2950.0,-1.0,2
2006,65,4255,3100.0,-1.0,2
1985,155,2305,2800.0,-1.0,2
1986,103,2916,3300.0,-1.0,2
1986,103,2917,3300.0,-1.0,2
2006,65,4257,3100.0,-1.0,2
2006,65,1311,2950.0,-1.0,2
2006,113,1012,2300.0,-1.0,2
2006,113,1024,2950.0,-1.0,2
2006,113,1036,3100.0,-1.0,2
2006,186,4743,3550.0,-1.0,2
2006,29,1480,3100.0,-1.0,2
1986,148,3502,2950.0,-1.0,2
2006,29,1480,2950.0,-1.0,2
2006,29,1485,3100.0,-1.0,2
2006,29,4313,3550.0,-1.0,2
2006,42,1700,3550.0,-1.0,2
2006,65,1312,2800.0,-1.0,2
2006,65,4258,3550.0,-1.0,2
2006,65,4259,5050.0,-1.0,1
2006,124,3802,3550.0,-1.0,2
2006,186,4545,3100.0,-1.0,2
2006,29,4829,3800.0,-1.0,2
2006,29,4833,3800.0,-1.0,2
2006,65,4178,3800.0,-1.0,2
2006,29,2076,3550.0,-1.0,2
2006,29,2072,3800.0,-1.0,2
2006,65,4175,3550.0,-1.0,2
1986,24,4350,2400.0,-1.0,2
2006,24,4614,2800.0,-1.0,2
2006,113,3076,2950.0,-1.0,2
2006,120,3278,3100.0,-1.0,2
2006,120,3279,3100.0,-1.0,2
2006,186,4250,2800.0,-1.0,2
2006,24,4613,3100.0,-1.0,2
2006,186,4251,3100.0,-1.0,2
2006,27,1986,4650.0,-1.0,1
2006,27,4091,3100.0,-1.0,2
2006,29,4550,3550.0,-1.0,2
2006,29,2543,2300.0,-1.0,2
2006,29,4670,3300.0,-1.0,2
2006,29,4673,3550.0,-1.0,2
2006,30,3453,2950.0,-1.0,2
1986,29,1366,2800.0,-1.0,2
2006,30,3450,2550.0,-1.0,2
2006,30,3450,3100.0,-1.0,1
2006,30,3450,2400.0,-1.0,2
2006,30,3451,3100.0,-1.0,1
2006,42,3101,4350.0,-1.0,1
2006,55,2295,2650.0,-1.0,2
2006,76,4734,2400.0,-1.0,2
2006,83,927,3550.0,-1.0,2
2006,87,1502,3300.0,-1.0,2
2006,87,1502,3550.0,-1.0,2
2006,93,4414,2400.0,-1.0,2
2006,99,3779,3450.0,-1.0,1
2006,113,4711,2550.0,-1.0,2
2006,113,4711,2650.0,-1.0,2
2006,120,3287,3300.0,-1.0,2
2006,124,3441,2550.0,-1.0,2
2006,129,5181,3100.0,-1.0,2
2006,165,4922,2550.0,-1.0,2
2006,180,2524,2950.0,-1.0,2
1986,55,2012,2050.0,-1.0,2
2006,21,5011,4100.0,-1.0,1
2006,21,5016,4100.0,-1.0,1
1986,55,2012,1700.0,-1.0,3
2006,24,3804,3300.0,-1.0,2
1986,74,1460,2050.0,-1.0,2
2006,30,3454,3100.0,-1.0,2
2006,55,1997,2650.0,-1.0,2
2006,55,1997,2550.0,-1.0,2
2006,55,1997,2800.0,-1.0,2
1985,178,2553,1850.0,-1.0,2
2006,65,1970,3550.0,-1.0,2
2006,74,3552,3100.0,-1.0,2
2006,80,3664,3800.0,-1.0,2
2006,87,2904,2800.0,-1.0,3
1986,120,2934,2050.0,-1.0,2
2006,87,2904,3100.0,-1.0,2
2006,87,4978,3800.0,-1.0,2
2006,93,4376,3300.0,-1.0,2
2006,93,4415,2550.0,-1.0,2
2006,98,2807,3800.0,-1.0,2
2006,99,2831,4100.0,-1.0,2
2006,99,3789,2050.0,-1.0,2
2006,113,4712,2800.0,-1.0,2
2006,119,3712,4650.0,-1.0,1
2006,120,3113,2800.0,-1.0,2
2006,120,3117,1950.0,-1.0,2
2006,124,3442,2650.0,-1.0,2
2006,149,1374,4650.0,-1.0,1
2006,178,1051,3450.0,-1.0,1
2006,178,2276,3250.0,-1.0,1
1986,132,2243,2200.0,-1.0,2
2006,180,2528,2800.0,-1.0,2
1985,178,2553,2400.0,-1.0,2
2006,186,2558,2650.0,-1.0,2
2006,186,2558,2800.0,-1.0,2
2006,196,5073,3850.0,-1.0,1
2006,42,1328,2650.0,-1.0,5
2006,55,4567,2650.0,-1.0,5
2006,65,4257,3300.0,-1.0,5
2006,29,4312,3300.0,-1.0,5
2006,29,956,3800.0,-1.0,5
2006,1,4526,2850.0,-1.0,1
2006,55,2431,4650.0,-1.0,1
2006,52,2138,5950.0,-1.0,1
2006,149,1397,3100.0,-1.0,1
2006,124,2852,2400.0,-1.0,2
2006,55,2175,3800.0,-1.0,5
2006,186,3729,2200.0,-1.0,2
2006,80,2208,3100.0,-1.0,2
2006,186,3730,2550.0,-1.0,2
1985,178,2553,2100.0,-1.0,2
2006,195,4641,3450.0,-1.0,3
2007,119,4067,4650.0,-1.0,1
2007,124,1910,3450.0,-1.0,1
2007,124,1910,3250.0,-1.0,1
2007,186,5185,1700.0,-1.0,2
2007,55,2260,2050.0,-1.0,2
2007,99,2422,2850.0,-1.0,1
2007,148,2358,2200.0,-1.0,2
1986,186,4608,1850.0,-1.0,2
2007,178,2880,2300.0,-1.0,2
2007,195,2688,2600.0,-1.0,1
2007,21,345,3100.0,-1.0,1
2007,21,345,2950.0,-1.0,1
2007,21,348,3250.0,-1.0,1
2007,21,363,3250.0,-1.0,1
2007,21,390,3650.0,-1.0,1
1985,178,5153,2550.0,-1.0,2
2007,186,1295,2300.0,-1.0,2
2007,195,3510,3250.0,-1.0,1
1986,195,3676,2950.0,-1.0,2
2007,76,4358,2100.0,-1.0,2
1986,8,319,,-1.0,9
2007,120,3276,2800.0,-1.0,2
1986,8,323,3100.0,-1.0,2
2007,74,2245,1750.0,-1.0,2
2007,74,2245,1700.0,-1.0,2
2007,74,2245,1850.0,-1.0,2
1986,8,323,2800.0,-1.0,2
2007,21,364,3250.0,-1.0,1
2007,55,2268,1950.0,-1.0,2
2007,29,4336,3100.0,-1.0,2
2007,29,4336,3300.0,-1.0,2
2007,55,2057,3550.0,-1.0,2
2007,55,2057,3300.0,-1.0,2
1986,24,1406,2800.0,-1.0,2
2007,65,4282,3300.0,-1.0,2
2007,113,1024,2950.0,-1.0,2
2007,29,4337,3550.0,-1.0,2
2007,29,4337,3550.0,-1.0,2
2007,29,4335,3300.0,-1.0,2
2007,55,2059,3550.0,-1.0,2
2007,113,1037,3550.0,-1.0,2
2007,29,4836,3800.0,-1.0,2
1986,29,1400,2200.0,-1.0,2
2007,29,4670,3300.0,-1.0,2
2007,24,3804,3300.0,-1.0,2
2007,55,2292,2950.0,-1.0,2
2007,93,4205,2950.0,-1.0,2
2007,24,3803,3300.0,-1.0,2
2007,29,4462,3300.0,-1.0,2
2007,29,4463,3300.0,-1.0,2
2007,65,1967,3300.0,-1.0,2
2007,8,3648,4650.0,-1.0,1
2007,29,4672,4650.0,-1.0,1
1985,113,3795,3100.0,-1.0,2
1985,186,1401,2400.0,-1.0,2
2007,76,4142,2800.0,-1.0,2
1986,129,4447,2300.0,-1.0,2
2007,119,2370,4350.0,-1.0,1
1986,42,905,2400.0,-1.0,2
2007,178,3438,2400.0,-1.0,2
1986,42,905,2050.0,-1.0,2
2007,178,3439,2400.0,-1.0,2
2007,186,2203,4100.0,-1.0,1
2007,29,955,3300.0,-1.0,5
1986,42,905,2550.0,-1.0,2
1986,55,2826,2950.0,-1.0,2
2007,65,4176,3300.0,-1.0,5
2007,29,1607,3650.0,-1.0,1
2007,97,2458,5450.0,-1.0,1
2007,113,3092,2700.0,-1.0,1
2007,119,4076,3450.0,-1.0,1
2007,148,4353,2950.0,-1.0,1
1986,55,4574,2800.0,-1.0,2
2007,148,4353,3100.0,-1.0,1
2007,149,1078,3100.0,-1.0,1
2007,149,1078,2950.0,-1.0,1
2007,149,1080,3100.0,-1.0,1
2007,149,1340,3250.0,-1.0,1
2007,149,1342,3250.0,-1.0,1
2007,149,1342,3450.0,-1.0,1
2007,149,1344,3250.0,-1.0,1
2007,149,1351,3450.0,-1.0,1
2007,149,1353,3450.0,-1.0,1
2007,195,3379,2400.0,-1.0,2
1986,132,1656,2550.0,-1.0,2
2007,8,659,2700.0,-1.0,1
2007,8,3968,4350.0,-1.0,1
2007,29,1472,2100.0,-1.0,2
2007,55,3306,2650.0,-1.0,2
2007,55,3307,2650.0,-1.0,2
2007,55,3308,2650.0,-1.0,2
2007,55,3306,2950.0,-1.0,2
2007,55,3307,2950.0,-1.0,2
2007,55,3308,2950.0,-1.0,2
2007,113,3796,3650.0,-1.0,1
1986,132,1656,2800.0,-1.0,2
2007,8,656,2700.0,-1.0,1
2007,8,656,3100.0,-1.0,1
2007,29,3434,2400.0,-1.0,2
2007,113,103,1950.0,-1.0,2
2007,113,103,3100.0,-1.0,1
2007,113,103,2200.0,-1.0,2
2007,119,1231,4650.0,-1.0,1
2007,148,2358,2550.0,-1.0,2
2007,165,951,2550.0,-1.0,2
2007,178,2880,3100.0,-1.0,1
2007,180,2274,2300.0,-1.0,2
2007,180,3894,2400.0,-1.0,2
2007,186,1305,2100.0,-1.0,2
2007,186,1305,2550.0,-1.0,2
2007,196,3969,3100.0,-1.0,1
2007,196,4003,3100.0,-1.0,1
2007,196,4008,3100.0,-1.0,1
2007,8,686,3650.0,-1.0,1
2007,24,2842,2550.0,-1.0,2
2007,27,1256,2800.0,-1.0,2
2007,29,3106,2300.0,-1.0,2
2007,29,3275,3450.0,-1.0,1
1986,148,422,2800.0,-1.0,2
2007,113,415,2650.0,-1.0,2
2007,119,1839,4100.0,-1.0,1
2007,148,2521,3450.0,-1.0,1
2007,24,2928,2650.0,-1.0,2
1986,186,1627,3650.0,-1.0,1
2007,29,3109,2950.0,-1.0,2
2007,80,2997,3650.0,-1.0,1
1985,186,1403,3450.0,-1.0,1
2007,85,5128,3650.0,-1.0,1
2007,120,2518,2950.0,-1.0,2
2007,8,649,2700.0,-1.0,1
1986,196,90,2400.0,-1.0,2
1986,196,91,2400.0,-1.0,2
2007,8,3967,4100.0,-1.0,1
2007,180,2275,2400.0,-1.0,2
2007,180,4105,2300.0,-1.0,2
2007,196,4798,3250.0,-1.0,1
2007,196,4799,2850.0,-1.0,1
2007,113,308,2550.0,-1.0,2
2007,196,4813,3450.0,-1.0,1
2007,29,1479,2950.0,-1.0,2
2007,29,1484,2950.0,-1.0,2
2007,29,1484,2950.0,-1.0,2
2007,65,1316,2950.0,-1.0,2
2007,65,1316,2650.0,-1.0,2
1986,196,488,,-1.0,9
2007,83,5296,2950.0,-1.0,2
2007,29,1480,3100.0,-1.0,2
2007,29,1480,3100.0,-1.0,2
2007,29,2072,3800.0,-1.0,2
2007,24,4614,2800.0,-1.0,2
2007,24,3890,2800.0,-1.0,2
2007,65,1315,3550.0,-1.0,2
1986,120,2520,2800.0,-1.0,2
2007,75,2541,3550.0,-1.0,2
2007,180,2527,2950.0,-1.0,2
2007,196,5073,3850.0,-1.0,1
2007,196,5073,3850.0,-1.0,1
2007,29,4833,3800.0,-1.0,5
2007,65,4178,3550.0,-1.0,5
2007,29,4778,2800.0,-1.0,5
2006,158,4433,5450.0,-1.0,1
2007,21,5218,3100.0,-1.0,1
2007,21,5218,2950.0,-1.0,1
1986,29,3947,2200.0,-1.0,2
2007,30,1629,3100.0,-1.0,1
2007,30,1629,3650.0,-1.0,1
2007,52,2197,5050.0,-1.0,1
2007,74,3957,3250.0,-1.0,1
2007,7,1687,5450.0,-1.0,1
2007,7,1689,5450.0,-1.0,1
2007,99,4048,3450.0,-1.0,1
2007,21,221,3100.0,-1.0,1
2007,21,449,3650.0,-1.0,1
2007,74,1443,1850.0,-1.0,2
1986,129,4723,2100.0,-1.0,2
1986,129,4724,2100.0,-1.0,2
1986,129,4725,2100.0,-1.0,2
2007,162,554,3100.0,-1.0,1
2007,21,226,3250.0,-1.0,1
2007,42,1289,2050.0,-1.0,2
1986,129,4723,2150.0,-1.0,3
1986,129,4724,2150.0,-1.0,3
1986,129,4725,2150.0,-1.0,3
2007,162,556,2800.0,-1.0,2
1986,129,4726,2650.0,-1.0,2
2007,55,2311,2550.0,-1.0,2
2007,74,814,2550.0,-1.0,2
2007,99,2815,3450.0,-1.0,1
2007,120,3160,2800.0,-1.0,2
2007,101,3057,2800.0,-1.0,2
2007,129,888,2950.0,-1.0,1
2007,129,4211,1900.0,-1.0,2
2007,30,123,2950.0,-1.0,2
2007,42,1416,2550.0,-1.0,2
1986,42,3812,2800.0,-1.0,2
2007,42,1417,2950.0,-1.0,2
1986,42,3812,2650.0,-1.0,2
2007,148,4885,1850.0,-1.0,2
2007,162,557,2950.0,-1.0,2
2007,162,565,3250.0,-1.0,1
2007,42,1699,3550.0,-1.0,2
2007,55,2167,3300.0,-1.0,2
2007,55,2168,3300.0,-1.0,2
2007,65,4275,3100.0,-1.0,2
2007,124,3801,3100.0,-1.0,2
2007,129,4627,3800.0,-1.0,2
2007,186,4544,2550.0,-1.0,2
2007,186,4743,3100.0,-1.0,2
1986,55,3865,2200.0,-1.0,2
2007,42,3809,3800.0,-1.0,2
2007,65,4289,3300.0,-1.0,2
2007,65,4289,3550.0,-1.0,2
2007,124,3802,3550.0,-1.0,2
2007,129,2304,3300.0,-1.0,2
2007,186,4545,3300.0,-1.0,2
2007,186,4745,3550.0,-1.0,2
2007,27,1986,4650.0,-1.0,1
2007,29,4462,3550.0,-1.0,2
2007,29,4463,3550.0,-1.0,2
2007,29,4550,3300.0,-1.0,2
2007,30,3450,2550.0,-1.0,2
2007,30,3450,2400.0,-1.0,2
2007,42,1737,3300.0,-1.0,2
2007,76,4734,2400.0,-1.0,2
2007,87,1502,3300.0,-1.0,2
2007,87,2505,3100.0,-1.0,2
2007,87,2903,3100.0,-1.0,2
2007,129,3520,3850.0,-1.0,1
2007,165,4922,2650.0,-1.0,2
2007,186,306,3100.0,-1.0,2
2007,186,4223,3550.0,-1.0,2
2007,1,3032,3850.0,-1.0,1
2007,27,4092,4100.0,-1.0,1
2007,29,956,3800.0,-1.0,2
2007,29,4464,3800.0,-1.0,2
2007,29,4465,3800.0,-1.0,2
2007,80,2208,3850.0,-1.0,1
2007,87,1503,3550.0,-1.0,2
2007,87,1503,3800.0,-1.0,2
2007,87,2506,3100.0,-1.0,2
2007,93,4415,2800.0,-1.0,2
2007,99,3789,2500.0,-1.0,1
2007,120,3289,3550.0,-1.0,2
2007,129,3297,3450.0,-1.0,1
2007,129,3521,4100.0,-1.0,1
1986,83,3545,2550.0,-1.0,2
1986,83,3546,2550.0,-1.0,2
2007,42,1737,3800.0,-1.0,5
2007,55,2175,3800.0,-1.0,5
2007,87,2506,3550.0,-1.0,5
2007,76,4619,2800.0,-1.0,2
2007,76,4619,2650.0,-1.0,2
2007,93,4394,2050.0,-1.0,2
2007,157,3540,4650.0,-1.0,1
2007,113,1276,2950.0,-1.0,2
2007,21,5012,3650.0,-1.0,1
2007,55,1919,2950.0,-1.0,2
2007,119,3709,2800.0,-1.0,3
1986,186,4723,2650.0,-1.0,2
1986,186,4724,2650.0,-1.0,2
1986,186,4725,2650.0,-1.0,2
2007,123,1559,2850.0,-1.0,1
1986,186,4723,2650.0,-1.0,2
1986,186,4724,2650.0,-1.0,2
1986,186,4725,2650.0,-1.0,2
2007,165,3447,2800.0,-1.0,2
2007,76,4879,2950.0,-1.0,2
2007,173,1182,3550.0,-1.0,2
2007,173,1181,3550.0,-1.0,2
1986,186,4723,2550.0,-1.0,2
1986,186,4724,2550.0,-1.0,2
1986,186,4725,2550.0,-1.0,2
2007,29,2544,2300.0,-1.0,2
2007,119,2354,5450.0,-1.0,1
2007,21,3012,5050.0,-1.0,1
2007,21,234,3250.0,-1.0,1
2008,8,4532,2600.0,-1.0,1
2008,124,1916,2400.0,-1.0,2
2008,124,1916,2400.0,-1.0,2
2008,30,4198,2550.0,-1.0,5
2008,30,4198,2800.0,-1.0,2
2008,124,1910,2300.0,-1.0,2
2008,167,5346,2300.0,-1.0,2
2008,195,1979,2700.0,-1.0,1
2008,21,353,3250.0,-1.0,1
2008,21,353,3250.0,-1.0,1
2008,21,368,3250.0,-1.0,1
2008,21,390,3650.0,-1.0,1
1986,55,3866,2300.0,-1.0,2
2008,30,4197,2950.0,-1.0,2
2008,85,3939,3850.0,-1.0,1
1986,55,3866,2250.0,-1.0,3
2008,148,2521,3450.0,-1.0,1
2008,76,4358,2200.0,-1.0,2
2008,8,655,3100.0,-1.0,1
1986,55,3866,2950.0,-1.0,2
2008,21,374,3450.0,-1.0,1
2008,55,3865,3100.0,-1.0,2
2008,24,1953,2800.0,-1.0,2
2008,29,1984,2800.0,-1.0,2
2008,55,2009,1650.0,-1.0,2
2008,113,4714,2650.0,-1.0,2
2008,165,3447,2800.0,-1.0,2
2008,165,4922,2400.0,-1.0,2
1986,87,4193,3300.0,-1.0,2
2008,99,3783,3450.0,-1.0,1
2008,120,3117,1900.0,-1.0,2
2008,149,1367,4100.0,-1.0,1
2008,149,1374,4350.0,-1.0,1
2008,165,4921,2950.0,-1.0,2
2008,178,2276,2400.0,-1.0,2
2008,178,3439,3250.0,-1.0,1
2008,30,4195,2400.0,-1.0,5
2008,29,1607,3450.0,-1.0,1
2008,29,1607,3650.0,-1.0,1
2008,97,2456,5050.0,-1.0,1
2008,97,3305,6550.0,-1.0,1
2008,119,4065,4650.0,-1.0,1
2008,119,4077,4100.0,-1.0,1
2008,148,4353,2950.0,-1.0,1
2008,149,1078,2950.0,-1.0,1
2008,149,1080,3100.0,-1.0,1
2008,165,4057,3100.0,-1.0,1
2008,149,1345,3250.0,-1.0,1
2008,149,1351,3450.0,-1.0,1
2008,149,1353,3450.0,-1.0,1
2008,149,1355,3450.0,-1.0,1
2008,149,1356,3450.0,-1.0,1
2008,195,3379,2300.0,-1.0,2
2008,8,3968,4350.0,-1.0,1
2008,113,3796,3650.0,-1.0,1
2008,119,1220,4650.0,-1.0,1
2008,195,1979,2700.0,-1.0,1
2008,8,656,2700.0,-1.0,1
2008,29,978,2050.0,-1.0,2
2008,30,3451,2300.0,-1.0,2
2008,119,1231,4650.0,-1.0,1
2008,178,2644,3100.0,-1.0,1
2008,180,2274,2400.0,-1.0,2
2008,180,2274,2300.0,-1.0,2
2008,186,1305,2100.0,-1.0,2
2008,186,1305,2100.0,-1.0,2
2008,186,1305,2550.0,-1.0,2
2008,186,1306,2550.0,-1.0,2
2008,186,1584,1850.0,-1.0,2
2008,196,1140,2850.0,-1.0,1
2008,196,1140,2850.0,-1.0,1
2008,1,4513,3250.0,-1.0,1
2008,15,917,5950.0,-1.0,1
2008,24,2842,2650.0,-1.0,2
2008,29,1466,2100.0,-1.0,2
2008,55,2311,2300.0,-1.0,2
2008,101,3058,2400.0,-1.0,2
2008,119,1789,2250.0,-1.0,3
2008,119,1840,4100.0,-1.0,1
2008,129,4882,1850.0,-1.0,2
2008,165,952,1950.0,-1.0,2
2008,186,1295,2100.0,-1.0,2
2008,195,3510,2950.0,-1.0,1
2008,8,687,3650.0,-1.0,1
2008,119,4022,5050.0,-1.0,1
1986,42,1664,4100.0,-1.0,2
2008,148,4885,1850.0,-1.0,2
2008,178,2650,2400.0,-1.0,2
2008,196,4798,3250.0,-1.0,1
2008,196,4799,2850.0,-1.0,1
2008,8,676,3250.0,-1.0,1
2008,119,1801,3650.0,-1.0,1
2008,55,3865,2300.0,-1.0,2
2008,55,3865,2950.0,-1.0,2
1986,42,1664,3550.0,-1.0,2
2008,65,1316,2650.0,-1.0,2
2008,113,1012,2300.0,-1.0,2
2008,113,1026,2950.0,-1.0,2
2008,29,1482,3550.0,-1.0,2
2008,29,1483,3100.0,-1.0,2
2008,65,1312,2800.0,-1.0,2
1986,42,1664,4100.0,-1.0,2
2008,65,1315,3100.0,-1.0,2
2008,83,5299,3100.0,-1.0,2
2008,113,1037,3550.0,-1.0,2
1986,42,1664,3800.0,-1.0,2
2008,29,4329,3550.0,-1.0,2
2008,42,1699,3100.0,-1.0,2
2008,55,2057,3300.0,-1.0,2
2008,65,4289,3300.0,-1.0,2
2008,124,3802,3550.0,-1.0,2
2008,29,4835,3550.0,-1.0,2
1986,42,1664,4850.0,-1.0,2
2008,65,4175,3800.0,-1.0,2
2008,27,4091,4100.0,-1.0,1
1986,42,1666,3550.0,-1.0,2
2008,29,4550,3300.0,-1.0,2
2008,29,1984,2800.0,-1.0,2
2008,29,2544,2100.0,-1.0,2
2008,29,2544,2850.0,-1.0,1
2008,30,932,3550.0,-1.0,2
2008,30,3455,3100.0,-1.0,2
1986,42,1666,4400.0,-1.0,2
2008,55,2039,3300.0,-1.0,2
1985,21,309,3100.0,-1.0,2
2008,65,5187,3300.0,-1.0,2
2008,74,1947,2400.0,-1.0,2
2008,87,2505,3550.0,-1.0,2
2008,101,3364,3800.0,-1.0,2
2008,27,1988,4650.0,-1.0,1
2008,29,956,3800.0,-1.0,2
2008,29,4464,3800.0,-1.0,2
2008,29,4465,3800.0,-1.0,2
2008,55,4578,2950.0,-1.0,2
2008,65,1968,3300.0,-1.0,2
2008,65,5206,3800.0,-1.0,2
1986,55,2167,3100.0,-1.0,2
1986,55,2168,3100.0,-1.0,2
2008,87,4971,3300.0,-1.0,2
2008,113,1277,3100.0,-1.0,2
2008,119,2370,4350.0,-1.0,1
1986,55,2167,2650.0,-1.0,2
1986,55,2168,2650.0,-1.0,2
1986,55,2167,4100.0,-1.0,2
1986,55,2168,4100.0,-1.0,2
2008,196,5073,4100.0,-1.0,1
2008,29,2634,2400.0,-1.0,5
2008,29,2634,2550.0,-1.0,5
2008,29,4462,3300.0,-1.0,5
2008,29,4463,3300.0,-1.0,5
2008,65,5187,3300.0,-1.0,5
2008,65,5205,3300.0,-1.0,5
2008,29,956,3300.0,-1.0,5
2008,29,4464,3300.0,-1.0,5
2008,29,4465,3300.0,-1.0,5
2008,65,4176,3550.0,-1.0,5
2008,180,4106,2100.0,-1.0,2
2008,180,4105,2200.0,-1.0,2
2008,180,2524,2950.0,-1.0,2
2008,7,4816,4350.0,-1.0,1
2008,52,2197,5050.0,-1.0,1
2008,106,1949,2400.0,-1.0,2
2008,129,243,3250.0,-1.0,1
2008,7,1688,5450.0,-1.0,1
2008,21,188,3250.0,-1.0,1
2008,21,222,3250.0,-1.0,1
2008,21,222,3250.0,-1.0,1
2008,21,3010,5050.0,-1.0,1
2008,21,3012,5050.0,-1.0,1
2008,21,3012,5050.0,-1.0,1
2008,129,892,2950.0,-1.0,1
2008,148,2352,2600.0,-1.0,1
2008,162,554,3450.0,-1.0,1
2008,21,192,3100.0,-1.0,1
2008,21,192,2950.0,-1.0,1
2008,21,226,3250.0,-1.0,1
2008,42,1289,2100.0,-1.0,2
2008,93,3901,1850.0,-1.0,2
1986,65,1119,3100.0,-1.0,2
2008,162,556,3650.0,-1.0,1
2008,21,368,3250.0,-1.0,1
2008,27,1256,2550.0,-1.0,2
2008,27,1257,2650.0,-1.0,2
2008,76,1929,1900.0,-1.0,2
2008,93,3426,2100.0,-1.0,2
2008,93,3426,2300.0,-1.0,2
2008,99,2423,3250.0,-1.0,1
2008,99,2813,3450.0,-1.0,1
2008,129,4211,1950.0,-1.0,2
2008,129,4211,2700.0,-1.0,1
2008,157,3540,4650.0,-1.0,1
2008,186,3578,1150.0,-1.0,2
1986,65,1119,3300.0,-1.0,2
2008,30,123,2550.0,-1.0,2
2008,30,123,2650.0,-1.0,2
