,Year,Manufacturer,Model,charge240,feScore,fuelCost08,fuelType1,VClass
0,2017,,0,0.0,3.0,3850.0,0,0
3,2017,,1,0.0,6.0,2400.0,0,1
10,2017,,2,0.0,3.0,3650.0,0,0
11,2017,,3,0.0,2.0,4100.0,0,0
17,2017,,4,0.0,7.0,1700.0,1,2
26,2017,,5,0.0,5.0,2700.0,0,1
28,2017,,6,0.0,6.0,2500.0,0,0
29,2016,,7,0.0,6.0,1950.0,1,2
31,2017,,8,0.0,5.0,2700.0,0,1
32,2017,,9,0.0,1.0,4650.0,0,2
42,2017,,10,0.0,3.0,3650.0,0,0
43,2017,,11,0.0,6.0,2050.0,1,2
46,2017,,12,0.0,5.0,2200.0,1,0
47,2017,,12,0.0,4.0,2550.0,1,0
48,2017,,13,0.0,5.0,2200.0,1,0
49,2017,,14,0.0,5.0,2300.0,1,0
57,2017,,15,0.0,5.0,2850.0,0,2
86,2017,,16,0.0,1.0,5050.0,0,1
91,2017,,17,0.0,7.0,2050.0,0,1
93,2017,,18,0.0,5.0,2600.0,0,2
94,2017,,19,0.0,4.0,3250.0,0,2
95,2017,,20,0.0,4.0,3450.0,0,2
103,2017,,21,0.0,6.0,2400.0,0,1
105,2017,,22,0.0,5.0,2700.0,0,0
106,2017,,23,0.0,6.0,2350.0,0,0
116,2017,,24,0.0,5.0,2600.0,0,0
117,2017,,25,0.0,6.0,2400.0,0,0
118,2017,,26,0.0,8.0,1600.0,1,0
119,2017,,27,0.0,8.0,1500.0,1,0
120,2017,,28,0.0,5.0,2850.0,0,2
121,2017,,29,0.0,5.0,2600.0,0,2
122,2017,,30,0.0,6.0,2400.0,0,2
123,2017,,31,0.0,5.0,2600.0,0,2
140,2017,,32,0.0,5.0,2600.0,0,0
141,2017,,33,0.0,5.0,2600.0,0,2
142,2017,,34,0.0,6.0,1950.0,1,2
143,2017,,35,0.0,7.0,1850.0,1,2
144,2017,,36,0.0,7.0,1850.0,1,2
150,2017,,37,0.0,6.0,2050.0,1,0
151,2017,,38,0.0,5.0,2850.0,0,2
152,2017,,33,0.0,5.0,2850.0,0,2
153,2017,,39,0.0,6.0,2350.0,0,2
164,2017,,40,0.0,7.0,1700.0,1,2
165,2017,,41,0.0,8.0,1700.0,2,2
166,2017,,42,0.0,6.0,2050.0,1,2
178,2017,,43,0.0,5.0,2600.0,0,0
179,2017,,44,0.0,4.0,3250.0,0,2
180,2017,,45,0.0,7.0,1750.0,1,2
189,2017,,46,0.0,4.0,3100.0,0,0
190,2017,,47,0.0,6.0,2400.0,0,2
204,2017,,48,2.0,8.0,2350.0,0,0
205,2017,,49,0.0,2.0,4100.0,0,0
214,2017,,50,0.0,7.0,1700.0,1,2
215,2017,,50,0.0,7.0,1850.0,1,2
216,2017,,50,0.0,7.0,1700.0,1,2
223,2017,,51,0.0,4.0,3100.0,0,2
224,2017,,52,0.0,6.0,2500.0,0,2
238,2017,,53,0.0,8.0,1600.0,2,2
240,2017,,54,0.0,5.0,2950.0,0,1
241,2017,,55,0.0,7.0,1650.0,1,0
249,2017,,56,0.0,7.0,1700.0,1,0
250,2017,,57,0.0,8.0,1500.0,1,0
252,2017,,58,0.0,8.0,1550.0,1,2
253,2017,,58,0.0,7.0,1850.0,1,2
254,2017,,59,0.0,7.0,1700.0,1,2
261,2017,,60,5.0,10.0,650.0,3,2
279,2018,,61,0.0,6.0,2400.0,0,0
282,2018,,62,0.0,5.0,2700.0,0,0
288,2018,,63,0.0,5.0,2500.0,0,0
289,2018,,2,0.0,3.0,3450.0,0,0
290,2018,,64,0.0,6.0,2400.0,0,2
291,2018,,65,0.0,6.0,2400.0,0,2
292,2018,,33,0.0,5.0,2600.0,0,2
293,2018,,66,0.0,5.0,2850.0,0,2
294,2018,,67,0.0,2.0,4100.0,0,2
296,2018,,68,0.0,3.0,3450.0,0,2
301,2018,,41,0.0,5.0,2850.0,0,2
304,2018,,69,0.0,7.0,2200.0,0,0
305,2018,,70,0.0,6.0,1850.0,1,2
323,2017,,71,0.0,7.0,2050.0,0,2
324,2018,,72,0.0,6.0,1900.0,1,0
325,2018,,73,0.0,8.0,1600.0,1,2
333,2018,,49,0.0,5.0,2300.0,1,0
334,2018,,49,0.0,2.0,4100.0,0,0
347,2018,,50,0.0,7.0,1700.0,1,2
348,2018,,50,0.0,7.0,1750.0,1,2
357,2018,,24,0.0,5.0,2600.0,0,0
358,2018,,74,0.0,6.0,1850.0,1,0
359,2018,,7,0.0,6.0,1850.0,1,2
360,2018,,15,0.0,5.0,2200.0,1,2
382,2018,,75,0.0,6.0,1950.0,1,0
399,2018,,76,0.0,5.0,2500.0,0,1
400,2018,,1,0.0,5.0,2600.0,0,1
401,2018,,77,0.0,6.0,2400.0,0,0
402,2018,,78,0.0,4.0,2950.0,0,0
403,2018,,79,0.0,4.0,2950.0,0,0
404,2018,,80,0.0,7.0,2050.0,0,0
405,2018,,81,0.0,5.0,2500.0,0,0
406,2018,,23,0.0,5.0,2500.0,0,0
408,2018,,82,0.0,5.0,2500.0,0,0
409,2018,,29,0.0,6.0,2400.0,0,2
410,2018,,38,0.0,5.0,2600.0,0,2
411,2018,,38,0.0,5.0,2850.0,0,2
412,2018,,83,0.0,8.0,1600.0,1,2
413,2018,,84,0.0,6.0,2350.0,0,2
415,2018,,85,0.0,8.0,1450.0,1,2
423,2018,,86,4.0,10.0,1250.0,1,2
425,2018,,87,0.0,5.0,2700.0,0,1
426,2018,,88,0.0,4.0,2950.0,0,1
427,2018,,89,0.0,4.0,3100.0,0,1
428,2018,,90,0.0,4.0,3100.0,0,1
430,2018,,91,0.0,5.0,2600.0,0,0
431,2018,,92,0.0,4.0,2950.0,0,0
450,2018,,93,0.0,3.0,3450.0,0,0
451,2018,,4,0.0,7.0,1650.0,1,2
452,2018,,4,0.0,7.0,1650.0,1,2
453,2018,,94,0.0,4.0,3250.0,0,2
454,2018,,95,0.0,4.0,3250.0,0,2
455,2018,,96,0.0,7.0,1750.0,1,2
466,2018,,97,0.0,4.0,3250.0,0,2
470,2018,,26,0.0,8.0,1600.0,1,0
472,2018,,98,0.0,6.0,1900.0,1,2
484,2018,,99,0.0,3.0,3450.0,0,1
499,2018,,100,0.0,7.0,1650.0,1,2
505,2018,,58,0.0,6.0,1900.0,1,2
512,2018,,12,0.0,3.0,2950.0,1,0
523,2018,,101,0.0,6.0,2400.0,0,1
524,2018,,102,0.0,5.0,2850.0,0,2
525,2018,,103,0.0,4.0,2950.0,0,2
541,2018,,104,0.0,3.0,3650.0,0,2
549,2018,,8,0.0,5.0,2700.0,0,1
550,2018,,105,0.0,3.0,3450.0,0,0
551,2018,,106,0.0,4.0,3100.0,0,0
558,2018,,107,5.0,10.0,650.0,3,0
576,2019,,108,0.0,4.0,2950.0,0,2
582,2018,,109,0.0,4.0,3100.0,0,2
583,2018,,110,0.0,2.0,4100.0,0,2
584,2018,,21,0.0,6.0,2400.0,0,1
586,2019,,17,0.0,7.0,2200.0,0,1
587,2019,,111,0.0,6.0,2400.0,0,0
589,2019,,81,0.0,6.0,2350.0,0,0
590,2019,,82,0.0,5.0,2500.0,0,0
591,2019,,112,0.0,6.0,2400.0,0,2
592,2019,,113,0.0,5.0,2700.0,0,2
594,2019,,114,0.0,4.0,3250.0,0,2
607,2019,,115,0.0,6.0,2350.0,0,2
615,2019,,116,3.0,8.0,2400.0,0,0
623,2019,,117,0.0,5.0,2600.0,0,1
624,2019,,118,0.0,5.0,2700.0,0,1
625,2019,,119,0.0,5.0,2700.0,0,1
626,2019,,120,0.0,5.0,2850.0,0,1
627,2019,,54,0.0,4.0,3100.0,0,1
628,2019,,54,0.0,4.0,2950.0,0,1
629,2019,,121,0.0,4.0,2950.0,0,1
634,2019,,89,0.0,4.0,3100.0,0,1
653,2019,,26,0.0,8.0,1600.0,1,0
668,2019,,12,0.0,5.0,2100.0,1,0
669,2019,,122,0.0,3.0,2950.0,1,0
670,2019,,123,0.0,8.0,1500.0,1,2
671,2019,,124,0.0,8.0,1600.0,1,2
673,2019,,55,0.0,8.0,1600.0,1,0
678,2019,,125,0.0,4.0,3100.0,0,1
690,2019,,15,0.0,5.0,2300.0,1,2
691,2019,,15,0.0,5.0,2600.0,0,2
697,2019,,126,0.0,5.0,2600.0,0,0
698,2019,,25,0.0,6.0,2400.0,0,0
699,2019,,127,0.0,4.0,3100.0,0,0
700,2019,,78,0.0,5.0,2700.0,0,0
701,2019,,128,0.0,5.0,2700.0,0,0
702,2019,,129,0.0,3.0,3450.0,0,0
703,2019,,130,0.0,4.0,3250.0,0,0
704,2019,,49,0.0,5.0,2600.0,0,0
705,2019,,131,0.0,6.0,1850.0,1,0
718,2019,,8,0.0,6.0,2400.0,0,1
725,2019,,132,2.0,8.0,2250.0,0,2
726,2019,,47,0.0,6.0,2400.0,0,2
733,2019,,91,0.0,5.0,2600.0,0,0
756,2019,,73,0.0,8.0,1550.0,1,2
783,2019,,133,0.0,4.0,3250.0,0,2
788,2019,,100,0.0,8.0,1600.0,1,2
793,2019,,134,0.0,3.0,3850.0,0,1
805,2019,,86,4.0,10.0,1250.0,1,2
806,2019,,135,0.0,5.0,2700.0,0,0
808,2019,,136,0.0,2.0,4100.0,0,0
816,2019,,62,0.0,5.0,2700.0,0,0
817,2019,,32,0.0,5.0,2600.0,0,0
819,2019,,137,0.0,4.0,2950.0,0,0
835,2019,,138,5.0,10.0,650.0,3,0
854,2019,,139,4.0,10.0,650.0,3,1
856,2019,,140,0.0,6.0,1850.0,1,0
857,2019,,29,0.0,7.0,2200.0,0,2
858,2019,,141,0.0,6.0,2350.0,0,2
872,2020,,142,0.0,7.0,1650.0,1,2
874,2019,,143,0.0,6.0,2350.0,0,0
880,2018,,144,0.0,4.0,3250.0,0,1
893,2020,,126,0.0,5.0,2600.0,0,0
894,2020,,145,0.0,6.0,2400.0,0,0
895,2020,,78,0.0,5.0,2600.0,0,0
896,2020,,128,0.0,5.0,2600.0,0,0
897,2020,,146,0.0,5.0,2850.0,0,0
898,2020,,147,0.0,5.0,2700.0,0,2
899,2020,,112,0.0,5.0,2700.0,0,2
900,2020,,33,0.0,5.0,2600.0,0,2
901,2020,,20,0.0,3.0,3450.0,0,2
902,2020,,148,0.0,3.0,3450.0,0,2
905,2020,,149,0.0,5.0,2850.0,0,2
910,2020,,150,0.0,4.0,3250.0,0,1
911,2020,,108,0.0,4.0,3250.0,0,2
912,2020,,151,0.0,8.0,1500.0,1,2
917,2019,,28,0.0,4.0,2400.0,1,2
923,2020,,26,0.0,7.0,1600.0,1,0
925,2020,,55,0.0,7.0,1650.0,1,0
926,2020,,55,0.0,7.0,1600.0,1,0
939,2020,,11,0.0,5.0,2600.0,0,2
955,2020,,101,0.0,5.0,2700.0,0,1
957,2020,,69,0.0,7.0,2200.0,0,0
958,2020,,68,0.0,3.0,3450.0,0,2
991,2020,,76,0.0,6.0,2250.0,0,1
992,2020,,1,0.0,6.0,2350.0,0,1
993,2020,,152,0.0,5.0,2850.0,0,0
994,2020,,82,0.0,6.0,2250.0,0,0
995,2020,,153,0.0,5.0,2850.0,0,2
996,2020,,154,0.0,5.0,2500.0,0,2
997,2020,,155,0.0,10.0,1150.0,1,2
1027,2020,,156,0.0,7.0,1750.0,1,2
1032,2020,,144,0.0,4.0,3250.0,0,1
1033,2020,,43,0.0,5.0,2700.0,0,0
1042,2020,,12,0.0,3.0,2800.0,1,0
1043,2020,,14,0.0,3.0,2950.0,1,0
1047,2020,,157,0.0,3.0,3450.0,0,1
1048,2020,,120,0.0,4.0,3250.0,0,1
1049,2020,,158,0.0,3.0,3850.0,0,0
1050,2020,,159,0.0,3.0,3850.0,0,0
1073,2020,,123,0.0,7.0,1700.0,1,2
1074,2020,,124,0.0,7.0,1600.0,1,2
1082,2020,,140,0.0,7.0,1750.0,1,0
1083,2020,,160,0.0,3.0,3850.0,0,2
1084,2020,,34,0.0,6.0,1950.0,1,2
1085,2020,,35,0.0,6.0,1900.0,1,2
1089,2020,,100,0.0,7.0,1600.0,1,2
1090,2020,,100,0.0,6.0,1850.0,1,2
1095,2020,,137,0.0,4.0,2950.0,0,0
1102,2020,,161,0.0,3.0,3650.0,0,0
1103,2020,,109,0.0,4.0,3250.0,0,2
1106,2020,,162,0.0,4.0,2950.0,0,0
1107,2020,,163,0.0,7.0,2200.0,0,2
1126,2020,,46,0.0,4.0,3100.0,0,0
1138,2020,,164,0.0,6.0,1850.0,1,2
1154,2020,,165,0.0,4.0,3250.0,0,1
1158,2020,,36,0.0,7.0,1650.0,1,2
1164,2020,,166,0.0,5.0,2700.0,0,2
1165,2020,,167,0.0,5.0,2850.0,0,2
1176,2021,,82,0.0,6.0,2250.0,0,0
1177,2021,,82,0.0,6.0,2400.0,0,0
1181,2020,,168,0.0,4.0,3250.0,0,0
1186,2021,,169,3.0,7.0,2600.0,0,2
1190,2021,,170,0.0,9.0,1000.0,1,2
1203,2021,,171,4.0,10.0,650.0,3,0
1210,2021,,26,0.0,7.0,1600.0,1,0
1211,2021,,55,0.0,7.0,1600.0,1,0
1222,2021,,124,0.0,7.0,1600.0,1,2
1224,2021,,157,0.0,3.0,3450.0,0,1
1238,2021,,172,0.0,1.0,4650.0,0,2
1239,2021,,173,0.0,1.0,4650.0,0,2
1249,2021,,174,0.0,5.0,2700.0,0,0
1250,2021,,175,0.0,4.0,3250.0,0,0
1251,2021,,49,0.0,4.0,2950.0,0,0
1252,2021,,49,0.0,5.0,2600.0,0,0
1264,2021,,176,0.0,5.0,2850.0,0,0
1265,2021,,177,0.0,5.0,2600.0,0,2
1279,2021,,150,0.0,4.0,3250.0,0,1
1280,2021,,62,0.0,5.0,2850.0,0,0
1281,2021,,126,0.0,6.0,2350.0,0,0
1291,2021,,29,0.0,6.0,2200.0,0,2
1293,2021,,164,0.0,6.0,1850.0,1,2
1297,2021,,178,0.0,7.0,1550.0,1,2
1311,2021,,179,9.0,9.0,2500.0,0,1
1312,2021,,180,0.0,5.0,2600.0,0,0
1313,2021,,167,0.0,5.0,2850.0,0,2
1332,2021,,181,0.0,6.0,2400.0,0,0
1333,2021,,106,0.0,4.0,2950.0,0,0
1334,2021,,182,0.0,5.0,2700.0,0,2
1335,2021,,34,0.0,6.0,1950.0,1,2
1336,2021,,36,0.0,7.0,1600.0,1,2
1347,2021,,32,0.0,4.0,2950.0,0,0
1348,2021,,183,0.0,5.0,2700.0,0,0
1350,2021,,184,0.0,6.0,1950.0,1,2
1362,2021,,185,0.0,4.0,3250.0,0,1
1377,2021,,118,0.0,4.0,3250.0,0,1
1378,2021,,87,0.0,4.0,3250.0,0,1
1379,2021,,165,0.0,4.0,3250.0,0,1
1380,2021,,94,0.0,4.0,3100.0,0,2
1381,2021,,186,0.0,4.0,3100.0,0,2
1386,2021,,160,0.0,3.0,3650.0,0,2
1404,2021,,187,0.0,4.0,2550.0,1,0
1405,2021,,14,0.0,5.0,2300.0,1,0
1406,2021,,188,0.0,1.0,4650.0,0,0
1417,2021,,132,3.0,8.0,2500.0,0,2
1426,2022,,17,0.0,7.0,2050.0,0,1
1427,2022,,189,0.0,3.0,3850.0,0,0
1430,2021,,111,0.0,6.0,2400.0,0,0
1432,2021,,190,7.0,10.0,650.0,3,0
1434,2022,,191,0.0,6.0,2250.0,0,0
1452,2022,,26,0.0,7.0,1600.0,1,0
1453,2022,,26,0.0,7.0,1600.0,1,0
1454,2022,,149,0.0,5.0,2850.0,0,2
1460,2022,,171,4.0,10.0,650.0,3,0
1468,2022,,192,0.0,4.0,3450.0,0,2
1485,2022,,193,0.0,7.0,1650.0,1,2
1486,2022,,170,0.0,9.0,1000.0,1,2
1491,2022,,61,0.0,5.0,2500.0,0,0
1492,2022,,194,0.0,4.0,3100.0,0,0
1507,2022,,195,0.0,6.0,2350.0,0,0
1508,2022,,196,0.0,5.0,2500.0,0,0
1509,2022,,197,0.0,3.0,3650.0,0,0
1510,2022,,198,0.0,6.0,2400.0,0,2
1520,2022,,49,0.0,5.0,2950.0,0,0
1525,2022,,192,0.0,5.0,2850.0,0,2
1531,2022,,199,3.0,8.0,2200.0,0,2
1534,2022,,101,0.0,5.0,2600.0,0,1
1535,2022,,200,0.0,5.0,2500.0,0,0
1536,2022,,64,0.0,6.0,2350.0,0,0
1537,2022,,201,0.0,8.0,1350.0,1,2
1538,2022,,85,0.0,8.0,1450.0,1,2
1557,2022,,202,0.0,3.0,3850.0,0,1
1558,2022,,125,0.0,3.0,3850.0,0,1
1559,2022,,203,0.0,3.0,3850.0,0,1
1568,2022,,165,0.0,4.0,3250.0,0,1
1569,2022,,119,0.0,4.0,3250.0,0,1
1570,2022,,88,0.0,4.0,3250.0,0,1
1571,2022,,204,0.0,4.0,3250.0,0,1
1579,2022,,205,0.0,8.0,1250.0,1,2
1589,2022,,32,0.0,5.0,2950.0,0,0
1590,2022,,206,0.0,5.0,2950.0,0,0
1591,2022,,105,0.0,4.0,3450.0,0,0
1592,2022,,51,0.0,5.0,2950.0,0,2
1613,2022,,154,0.0,5.0,2600.0,0,2
1638,2022,,207,0.0,5.0,2700.0,0,0
1659,2022,,208,10.0,10.0,1000.0,3,2
1668,2021,,209,0.0,6.0,2350.0,0,2
1674,2022,,96,0.0,6.0,1750.0,1,2
1701,2022,,156,0.0,6.0,1750.0,1,2
1707,2022,,12,0.0,5.0,2200.0,1,0
1719,2022,,210,3.0,8.0,2350.0,0,2
1720,2022,,211,3.0,7.0,2600.0,0,2
1721,2022,,54,0.0,4.0,3450.0,0,1
1722,2022,,212,0.0,4.0,3450.0,0,1
1745,2023,,17,0.0,6.0,2050.0,0,1
1753,2023,,152,0.0,5.0,2700.0,0,0
1766,2023,,49,0.0,3.0,4100.0,0,0
1767,2023,,49,0.0,4.0,3450.0,0,0
1777,2022,,213,0.0,3.0,4100.0,0,1
1778,2023,,75,0.0,6.0,1750.0,1,0
1786,2023,,134,0.0,3.0,3850.0,0,1
1787,2023,,214,0.0,3.0,3850.0,0,1
1797,2023,,196,0.0,5.0,2500.0,0,0
1798,2023,,215,0.0,5.0,2600.0,0,0
1799,2023,,197,0.0,4.0,3650.0,0,0
1800,2023,,216,0.0,5.0,2400.0,0,2
1802,2023,,217,0.0,5.0,2500.0,0,2
1803,2023,,166,0.0,5.0,2600.0,0,2
1804,2023,,217,0.0,5.0,2700.0,0,2
1805,2023,,201,0.0,7.0,1350.0,1,2
1806,2023,,85,0.0,7.0,1450.0,1,2
1807,2023,,35,0.0,7.0,1550.0,1,2
1808,2023,,218,0.0,6.0,2350.0,0,2
1825,2023,,111,0.0,6.0,2350.0,0,0
1826,2023,,65,0.0,6.0,2350.0,0,2
1827,2023,,205,0.0,8.0,1250.0,1,2
1836,2023,,219,0.0,5.0,2400.0,0,2
1837,2023,,220,0.0,6.0,2350.0,0,2
1838,2023,,4,0.0,7.0,1500.0,1,2
1856,2022,,221,10.0,10.0,850.0,3,2
1864,2023,,222,0.0,6.0,2250.0,0,2
1882,2023,,157,0.0,4.0,3650.0,0,1
1890,2023,,170,0.0,8.0,1150.0,1,2
1903,2023,,49,0.0,4.0,3250.0,0,0
1914,2023,,221,10.0,10.0,850.0,3,2
1915,2023,,223,10.0,10.0,850.0,3,2
1916,2023,,208,10.0,10.0,950.0,3,2
1919,2023,,224,0.0,4.0,3650.0,0,1
1925,2023,,5,0.0,4.0,3250.0,0,1
1926,2023,,90,0.0,4.0,3450.0,0,1
1927,2023,,54,0.0,4.0,3450.0,0,1
1928,2023,,125,0.0,3.0,3850.0,0,1
1929,2023,,203,0.0,3.0,3850.0,0,1
1931,2023,,225,0.0,4.0,3450.0,0,0
1932,2023,,226,0.0,5.0,2700.0,0,2
1949,2023,,227,0.0,5.0,2950.0,0,0
1950,2023,,228,0.0,5.0,2700.0,0,0
1951,2023,,229,0.0,4.0,3100.0,0,2
1957,2023,,211,3.0,6.0,2600.0,0,2
1972,2023,,230,0.0,3.0,3850.0,0,2
1977,2023,,12,0.0,5.0,2100.0,1,0
1978,2023,,14,0.0,4.0,2950.0,1,0
1979,2023,,14,0.0,5.0,2300.0,1,0
1980,2023,,14,0.0,5.0,2300.0,1,0
1981,2023,,231,0.0,5.0,2400.0,1,0
1982,2023,,105,0.0,4.0,3450.0,0,0
1983,2023,,156,0.0,6.0,1700.0,1,2
1984,2023,,184,0.0,6.0,1750.0,1,2
3735,2016,,10,0.0,4.0,3450.0,0,0
3740,2016,,232,0.0,4.0,3450.0,0,0
3741,2016,,2,0.0,4.0,3650.0,0,0
3742,2016,,233,0.0,4.0,3650.0,0,2
3756,2016,,234,0.0,5.0,2850.0,0,0
3760,2016,,88,0.0,5.0,3100.0,0,1
3765,2016,,235,0.0,6.0,2700.0,0,1
3770,2016,,42,0.0,6.0,2200.0,1,2
3771,2016,,42,0.0,6.0,1950.0,1,2
3772,2016,,236,0.0,5.0,2300.0,1,2
3773,2016,,11,0.0,5.0,2300.0,1,2
3777,2016,,117,0.0,5.0,2950.0,0,1
3778,2016,,237,0.0,5.0,2950.0,0,1
3779,2016,,118,0.0,5.0,2950.0,0,1
3780,2016,,118,0.0,5.0,2950.0,0,1
3781,2016,,119,0.0,5.0,2950.0,0,1
3782,2016,,165,0.0,5.0,3100.0,0,1
3783,2016,,89,0.0,5.0,3100.0,0,1
3784,2016,,90,0.0,5.0,3100.0,0,1
3785,2016,,54,0.0,5.0,3100.0,0,1
3786,2016,,157,0.0,3.0,4100.0,0,0
3811,2016,,61,0.0,5.0,2700.0,0,0
3812,2016,,140,0.0,6.0,1950.0,1,0
3813,2016,,24,0.0,6.0,2600.0,0,0
3823,2016,,238,0.0,5.0,2200.0,1,2
3824,2016,,238,0.0,6.0,2200.0,1,2
3825,2016,,98,0.0,7.0,1750.0,1,2
3826,2016,,98,0.0,7.0,1850.0,1,2
3842,2016,,50,0.0,7.0,1850.0,1,2
3855,2016,,81,0.0,7.0,2350.0,0,0
3856,2016,,239,0.0,6.0,2600.0,0,2
3857,2016,,133,0.0,4.0,3650.0,0,2
3858,2016,,96,0.0,8.0,1550.0,1,2
3859,2016,,96,0.0,7.0,1850.0,1,2
3860,2016,,34,0.0,7.0,1900.0,1,2
3861,2016,,36,0.0,7.0,1850.0,1,2
3862,2016,,36,0.0,7.0,1850.0,1,2
3863,2016,,240,0.0,6.0,2600.0,0,2
3877,2016,,157,0.0,2.0,4350.0,0,0
3878,2016,,241,0.0,5.0,2850.0,0,0
3879,2016,,131,0.0,7.0,1900.0,1,0
3880,2016,,242,0.0,6.0,2500.0,0,2
3881,2016,,243,0.0,7.0,2400.0,0,2
3882,2016,,244,0.0,6.0,2400.0,0,2
3883,2016,,245,0.0,7.0,2350.0,0,2
3884,2016,,246,0.0,6.0,2500.0,0,2
3897,2016,,247,0.0,5.0,2850.0,0,0
3898,2016,,15,0.0,6.0,2600.0,0,2
3899,2016,,248,0.0,7.0,1850.0,1,2
3900,2016,,95,0.0,4.0,3250.0,0,2
3911,2016,,249,0.0,7.0,2200.0,0,0
3922,2016,,12,0.0,5.0,2400.0,1,0
3923,2016,,250,0.0,3.0,4100.0,0,0
3936,2016,,58,0.0,7.0,1750.0,1,2
3954,2016,,35,0.0,8.0,1600.0,1,2
3958,2016,,155,0.0,10.0,1050.0,1,2
3959,2016,,49,0.0,4.0,3250.0,0,0
3960,2016,,49,0.0,4.0,3450.0,0,0
3990,2016,,49,0.0,6.0,2600.0,0,0
3991,2016,,49,0.0,5.0,2700.0,0,0
3998,2016,,251,0.0,8.0,1650.0,1,2
4000,2016,,100,0.0,8.0,1500.0,1,2
4001,2016,,100,0.0,8.0,1550.0,1,2
4002,2016,,172,0.0,2.0,4350.0,0,2
4004,2017,,201,0.0,9.0,1350.0,1,2
7966,2023,,213,0.0,3.0,4100.0,0,1
7975,2024,,17,0.0,6.0,2050.0,0,1
7976,2024,,76,0.0,6.0,2200.0,0,1
7977,2024,,76,0.0,5.0,2400.0,0,1
7978,2024,,111,0.0,6.0,2350.0,0,0
7979,2024,,252,0.0,4.0,3650.0,0,0
7980,2024,,253,0.0,5.0,2700.0,0,0
7981,2024,,176,0.0,5.0,2700.0,0,0
7982,2024,,254,0.0,3.0,3850.0,0,0
7983,2024,,80,0.0,6.0,2100.0,0,0
7984,2024,,81,0.0,5.0,2400.0,0,0
7986,2024,,65,0.0,6.0,2350.0,0,2
7987,2024,,112,0.0,5.0,2400.0,0,2
7995,2024,,195,0.0,5.0,2400.0,0,0
7996,2024,,255,0.0,5.0,2600.0,0,2
8001,2023,,121,0.0,4.0,3250.0,0,1
8016,2023,,256,10.0,10.0,700.0,3,0
9187,2017,,67,0.0,3.0,3850.0,0,2
9188,2017,,85,0.0,8.0,1500.0,1,2
9195,2017,,257,0.0,7.0,2250.0,0,2
9196,2017,,258,0.0,3.0,3650.0,0,2
9198,2017,,114,0.0,3.0,3650.0,0,2
9207,2017,,259,0.0,7.0,1700.0,1,2
9211,2017,,118,0.0,5.0,2700.0,0,1
9212,2017,,87,0.0,5.0,2850.0,0,1
9213,2017,,204,0.0,5.0,2700.0,0,1
9214,2017,,88,0.0,5.0,2950.0,0,1
9217,2017,,165,0.0,5.0,2700.0,0,1
9218,2017,,115,0.0,5.0,2700.0,0,2
9219,2017,,260,0.0,7.0,1700.0,1,2
9225,2017,,261,0.0,2.0,4100.0,0,0
9235,2017,,12,0.0,3.0,2950.0,1,0
9239,2017,,49,0.0,5.0,2400.0,1,0
9240,2017,,49,0.0,5.0,2850.0,0,0
9265,2017,,181,0.0,5.0,2700.0,0,0
9275,2017,,80,0.0,7.0,2200.0,0,0
9276,2017,,249,0.0,7.0,2050.0,0,0
9277,2017,,238,0.0,5.0,2200.0,1,2
9284,2017,,21,0.0,7.0,2200.0,0,1
9285,2017,,81,0.0,6.0,2350.0,0,0
9286,2017,,262,0.0,5.0,2850.0,0,2
9287,2017,,263,0.0,4.0,3450.0,0,2
9297,2017,,145,0.0,6.0,2400.0,0,0
9298,2017,,77,0.0,6.0,2500.0,0,0
9300,2017,,63,0.0,6.0,2500.0,0,0
9301,2017,,27,0.0,8.0,1550.0,1,0
9302,2017,,29,0.0,6.0,2400.0,0,2
9303,2017,,64,0.0,5.0,2600.0,0,2
9305,2017,,98,0.0,6.0,1900.0,1,2
9306,2017,,251,0.0,8.0,1550.0,1,2
9307,2017,,83,0.0,8.0,1600.0,1,2
9310,2017,,172,0.0,1.0,4650.0,0,2
9318,2017,,128,0.0,5.0,2600.0,0,0
9319,2017,,264,0.0,5.0,2950.0,0,0
9320,2017,,137,0.0,5.0,2700.0,0,0
9322,2017,,73,0.0,7.0,1650.0,1,2
9323,2017,,35,0.0,6.0,1950.0,1,2
9324,2017,,36,0.0,7.0,1850.0,1,2
9333,2017,,265,4.0,10.0,550.0,3,0
9336,2017,,174,0.0,5.0,2600.0,0,0
9337,2017,,146,0.0,5.0,2700.0,0,0
9338,2017,,66,0.0,5.0,2850.0,0,2
9340,2017,,40,0.0,7.0,1850.0,1,2
9352,2017,,266,2.0,9.0,2200.0,0,2
9353,2017,,144,0.0,4.0,3450.0,0,1
9354,2017,,144,0.0,4.0,3250.0,0,1
9355,2017,,267,0.0,4.0,3450.0,0,0
9356,2017,,40,0.0,7.0,1750.0,1,2
9357,2017,,115,0.0,8.0,1600.0,2,2
9359,2017,,42,0.0,6.0,1950.0,1,2
9360,2017,,95,0.0,4.0,3250.0,0,2
9369,2017,,268,0.0,3.0,3850.0,0,0
9370,2017,,45,0.0,6.0,1900.0,1,2
9378,2017,,269,2.0,10.0,1900.0,0,2
9380,2017,,140,0.0,7.0,1850.0,1,0
9381,2017,,100,0.0,8.0,1500.0,1,2
9398,2017,,50,0.0,7.0,1650.0,1,2
9399,2017,,50,0.0,7.0,1750.0,1,2
9407,2017,,103,0.0,4.0,3100.0,0,2
9411,2017,,93,0.0,4.0,3450.0,0,0
