date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max
2021-01-24,0.12249999,-5.6775,-3.2483327,0.0,0.0,0.0,27.217524,48.239998
2021-01-25,3.4225001,-4.9275,-1.5608333,0.0,0.0,0.0,12.496718,24.48
2021-01-26,1.3225,-1.5775,-0.2004167,4.5,0.59999996,2.73,18.331741,30.599998
2021-01-27,4.1725,-2.3274999,1.1162502,0.6,0.6,0.0,23.86341,42.12
2021-01-28,0.022499993,-6.5775,-2.8233337,0.0,0.0,0.0,34.247337,59.76
2021-01-29,-4.0775,-9.3275,-6.8858333,0.0,0.0,0.0,38.479603,68.4
2021-01-30,0.82249993,-9.0275,-5.3004165,0.0,0.0,0.0,21.868332,37.44
2021-01-31,-2.9275,-7.9275,-5.4254165,2.6,0.1,1.82,21.407139,36.0
2021-02-01,0.5225,-4.4275,-1.8066667,38.6,0.0,27.020002,45.725666,81.72
2021-02-02,1.3225,-1.9775,-0.21500002,4.1,0.1,2.8000002,40.862774,64.079994
2021-02-03,1.2725,-2.2775,-0.6337499,0.1,0.0,0.07,20.972897,33.839996
2021-02-04,3.2725,-3.5774999,-1.0691665,0.0,0.0,0.0,19.770523,32.039997
2021-02-05,4.8725,-3.1775,1.3183334,2.2,1.6,0.42000002,20.056877,32.039997
2021-02-06,4.0225,-5.1275,-0.5629166,0.0,0.0,0.0,28.312117,46.079998
2021-02-07,-0.027500004,-4.8275,-1.8504165,7.7,0.1,5.32,23.675303,39.96
2021-02-08,-3.5774999,-10.9775,-7.202499,0.0,0.0,0.0,21.897945,36.36
2021-02-09,0.7725,-9.9775,-4.2254157,2.0,0.8,0.84,17.462784,27.72
2021-02-10,0.022499993,-9.3275,-4.10875,0.1,0.0,0.07,12.313893,19.44
2021-02-11,0.22249998,-5.1775,-2.9754164,4.5000005,0.0,3.15,15.876775,28.44
2021-02-12,-2.8274999,-11.7275,-6.2649994,0.0,0.0,0.0,14.458382,23.759998
2021-02-13,-2.8274999,-7.6775,-4.762916,1.3000001,0.6,0.49,18.782204,29.519999
2021-02-14,2.3225,-2.8274999,-0.90666693,0.5,0.5,0.0,15.509274,24.84
2021-02-15,0.3725,-2.6775,-0.95666677,1.3000002,1.3000002,0.0,18.289274,29.519999
2021-02-16,8.3725,-0.82750005,4.5391674,31.3,31.3,0.0,26.079508,60.120003
2021-02-17,-1.2774999,-6.9275,-4.275416,0.0,0.0,0.0,22.68,38.519997
2021-02-18,-2.5774999,-5.2775,-3.9441664,13.2,0.0,9.24,20.799152,34.92
2021-02-19,-0.5775,-3.5275,-1.8045835,5.4,0.0,3.7800002,18.043148,30.239998
2021-02-20,-0.1275,-5.5275,-2.256667,0.0,0.0,0.0,18.837324,31.68
2021-02-21,0.42249995,-8.5275,-4.6420827,0.0,0.0,0.0,15.315873,26.64
2021-02-22,2.3725,-7.8275,-1.2837496,13.900001,8.0,4.13,24.162945,40.68
2021-02-23,5.7225,-1.7275,2.2016668,0.6,0.6,0.0,21.746504,38.519997
2021-02-24,11.0225,-0.9775,4.4079165,0.0,0.0,0.0,23.157824,42.12
2021-02-25,7.9725,-1.3275,4.7808337,0.0,0.0,0.0,26.260265,45.719997
2021-02-26,6.1225,-3.2775,1.15375,0.0,0.0,0.0,15.978484,27.0
2021-02-27,11.7725,1.6725,5.8350005,11.499999,11.499999,0.0,19.592731,33.839996
2021-02-28,7.7725,0.27249998,4.2704163,5.2,5.2,0.0,19.319628,32.760002
2021-03-01,8.8725,1.6725,5.4829173,7.7,7.7,0.0,38.813274,64.799995
2021-03-02,0.12249999,-7.1775,-3.373333,0.0,0.0,0.0,34.679794,58.679996
2021-03-03,10.6225,-3.0275,2.9558334,0.0,0.0,0.0,21.67487,39.6
2021-03-04,5.7225,-2.6775,1.9412498,0.0,0.0,0.0,33.636406,59.039997
2021-03-05,2.1225,-6.5775,-2.3566666,0.0,0.0,0.0,30.282827,54.719997
2021-03-06,1.4225,-4.9775,-1.4295834,0.0,0.0,0.0,24.66197,45.0
2021-03-07,4.4225,-5.1775,-0.9816668,0.0,0.0,0.0,16.641972,32.399998
2021-03-08,5.9725,-6.5775,-0.6983335,0.0,0.0,0.0,14.57889,29.88
2021-03-09,16.0225,0.1725,7.6141663,0.0,0.0,0.0,22.682856,39.96
2021-03-10,10.4225,-1.1775,4.5224996,0.0,0.0,0.0,20.240198,38.16
2021-03-11,19.9725,2.5225,10.782917,0.0,0.0,0.0,17.992796,33.839996
2021-03-12,18.7225,9.6725,13.584998,0.1,0.1,0.0,26.141552,42.48
2021-03-13,9.4725,-1.5274999,4.4370832,0.0,0.0,0.0,30.85307,51.839996
2021-03-14,10.1225,-0.6775,4.7099996,0.0,0.0,0.0,40.480396,70.56
2021-03-15,2.8225,-6.0775,-1.6295835,0.0,0.0,0.0,33.58628,57.6
2021-03-16,2.4225001,-3.9275,-0.6025,0.1,0.0,0.07,15.315873,30.239998
2021-03-17,7.7725,0.22249998,3.8433335,0.0,0.0,0.0,13.397612,26.64
2021-03-18,7.4725,3.9724998,5.762083,17.699999,17.699999,0.0,28.038431,48.6
2021-03-19,5.6225,-2.4775,1.7933332,3.6,3.0,0.42000002,35.589054,62.639996
2021-03-20,12.5725,-3.7275,3.4474995,0.0,0.0,0.0,14.77755,25.56
2021-03-21,15.0225,-0.5775,5.7120833,0.0,0.0,0.0,13.32,27.359999
2021-03-22,13.1225,-0.9775,6.0829167,0.0,0.0,0.0,14.658676,29.519999
2021-03-23,16.072498,1.4225,7.6975,0.0,0.0,0.0,13.237039,27.359999
2021-03-24,13.1225,4.0225,9.039166,29.699999,29.699999,0.0,18.089775,31.68
2021-03-25,19.4725,8.7725,11.943334,1.8,1.8,0.0,17.388409,35.64
2021-03-26,25.6225,9.7225,16.266249,1.9,1.9,0.0,41.054203,68.03999
2021-03-27,17.572498,6.6225,11.697502,0.0,0.0,0.0,23.224882,41.399998
2021-03-28,18.9725,7.7725,11.905834,16.7,16.7,0.0,31.602175,69.479996
2021-03-29,11.5225,4.0225,8.101667,0.0,0.0,0.0,36.54665,65.520004
2021-03-30,12.5225,0.5725,7.4475,0.0,0.0,0.0,29.414444,51.839996
2021-03-31,16.7225,7.3725,11.895417,13.4,13.4,0.0,28.291512,49.68
2021-04-01,11.1225,2.9725,7.4266667,6.8,6.8,0.0,29.871325,51.839996
2021-04-02,3.5225,-3.4275,0.8454168,0.0,0.0,0.0,27.009598,50.76
2021-04-03,10.8725,-2.2275,3.8891666,0.0,0.0,0.0,17.068707,33.839996
2021-04-04,15.822499,3.5225,9.332917,0.0,0.0,0.0,19.083395,30.960001
2021-04-05,18.072498,5.7225,11.564167,0.0,0.0,0.0,27.748037,48.6
2021-04-06,18.322498,5.0225,11.120416,0.0,0.0,0.0,22.380884,37.079998
2021-04-07,19.922499,6.6225,11.884999,1.2,1.2,0.0,16.375053,34.92
2021-04-08,17.822498,5.1225,11.457916,0.0,0.0,0.0,18.584509,34.2
2021-04-09,12.2225,5.6225,8.660001,0.0,0.0,0.0,15.646544,32.039997
2021-04-10,16.3725,7.9224997,11.92875,1.3000001,1.3000001,0.0,14.799459,30.599998
2021-04-11,14.5725,8.6225,11.905831,27.699999,27.699999,0.0,23.623243,39.96
2021-04-12,8.9725,6.6725,7.8537507,12.7,12.7,0.0,22.771244,38.16
2021-04-13,18.3725,5.8225,10.822499,4.7,4.7,0.0,13.783817,27.72
2021-04-14,19.9725,5.7225,12.687081,0.0,0.0,0.0,20.60823,36.719997
2021-04-15,12.9225,7.6725,10.787084,14.999999,14.999999,0.0,18.775301,30.960001
2021-04-16,12.1725,3.6225,7.651667,1.9000001,1.9000001,0.0,25.460936,48.6
2021-04-17,11.9725,4.9725,8.512084,0.3,0.3,0.0,18.864824,32.399998
2021-04-18,15.3725,5.3225,10.4975,0.0,0.0,0.0,14.182355,28.8
2021-04-19,16.8725,5.7225,11.26625,0.0,0.0,0.0,16.24394,30.239998
2021-04-20,21.5225,6.3725,14.18708,0.0,0.0,0.0,26.826641,53.639996
2021-04-21,18.2225,3.9225001,11.7891655,2.1999998,2.1999998,0.0,31.122826,56.16
2021-04-22,8.0725,1.3225,4.8120837,0.0,0.0,0.0,34.674183,60.479996
2021-04-23,15.5225,1.9225001,8.964168,0.0,0.0,0.0,30.124065,55.079998
2021-04-24,19.9725,5.1225,12.874581,0.0,0.0,0.0,29.035288,49.32
2021-04-25,16.6225,8.4725,11.889165,13.000001,13.000001,0.0,19.67195,35.28
2021-04-26,13.8725,3.5725,9.107917,0.0,0.0,0.0,28.373846,50.399998
2021-04-27,14.5225,3.8225002,9.628751,0.6,0.40000004,0.14,16.394829,34.2
2021-04-28,27.0225,8.0725,16.618334,0.0,0.0,0.0,17.57744,33.48
2021-04-29,22.822498,12.4725,17.799582,2.9,2.9,0.0,27.212759,47.88
2021-04-30,19.5225,7.7725,15.807916,0.4,0.4,0.0,40.016712,78.479996
2021-05-01,17.3725,5.0225,10.789166,0.0,0.0,0.0,32.978832,57.96
2021-05-02,26.2225,11.2225,18.193333,0.0,0.0,0.0,24.144167,42.48
2021-05-03,16.1225,11.5225,14.197498,6.2000003,6.2000003,0.0,14.707222,44.639996
2021-05-04,22.2225,11.2225,14.76625,10.9,10.9,0.0,22.768398,41.039997
2021-05-05,15.3725,10.7725,12.457915,9.2,9.2,0.0,22.66857,40.68
2021-05-06,17.322498,8.6725,12.893333,0.0,0.0,0.0,23.617756,42.839996
2021-05-07,16.4725,7.7725,11.864166,0.0,0.0,0.0,16.78156,33.12
2021-05-08,11.4725,7.7225,9.895416,2.7,2.7,0.0,20.08916,37.44
2021-05-09,16.822498,5.7225,10.280833,8.3,8.3,0.0,20.390114,38.88
2021-05-10,15.0725,8.0725,11.187081,2.8999996,2.8999996,0.0,20.275383,60.120003
2021-05-11,16.822498,8.0225,12.191249,0.3,0.3,0.0,27.021591,47.519997
2021-05-12,17.8725,5.8225,11.8099985,0.0,0.0,0.0,20.316889,39.6
2021-05-13,19.2225,7.3225,13.714166,0.0,0.0,0.0,16.595179,27.72
2021-05-14,21.9725,7.4725,15.234998,0.0,0.0,0.0,15.778516,25.199999
2021-05-15,22.672499,8.2725,16.36,0.0,0.0,0.0,13.281023,25.919998
2021-05-16,21.7225,10.0725,16.414167,0.0,0.0,0.0,22.33161,39.6
2021-05-17,22.922499,9.5725,16.601665,0.0,0.0,0.0,18.998314,37.44
2021-05-18,26.4725,11.0725,19.293331,0.0,0.0,0.0,14.84318,26.28
2021-05-19,28.6225,13.0225,20.874584,0.0,0.0,0.0,19.083395,36.36
2021-05-20,21.572498,12.4225,16.574583,0.0,0.0,0.0,20.188908,37.079998
2021-05-21,23.0225,11.7225,17.445414,0.0,0.0,0.0,19.652176,37.44
2021-05-22,30.7725,16.7225,23.982916,0.0,0.0,0.0,21.38897,36.36
2021-05-23,31.572498,19.572498,25.099585,0.0,0.0,0.0,28.075384,50.76
2021-05-24,18.9725,13.7725,16.022497,0.0,0.0,0.0,22.73707,43.56
2021-05-25,21.572498,13.1225,17.422499,0.0,0.0,0.0,25.992397,47.519997
2021-05-26,29.2725,17.422499,23.026665,1.8,1.8,0.0,25.318008,45.36
2021-05-27,27.7225,18.572498,22.726667,2.6,2.6,0.0,21.437386,38.88
2021-05-28,18.8725,10.4225,14.849583,25.5,25.5,0.0,26.826641,46.44
2021-05-29,11.0725,8.4225,9.782916,28.100006,28.100006,0.0,32.44996,56.519997
2021-05-30,11.5225,8.3725,9.845416,14.100001,14.100001,0.0,30.312769,51.48
2021-05-31,20.4725,9.3725,13.957916,0.8,0.8,0.0,21.407139,38.519997
2021-06-01,23.7725,9.5225,16.785,0.0,0.0,0.0,18.448023,31.319998
2021-06-02,21.672499,12.5725,17.2475,0.0,0.0,0.0,16.981165,33.48
2021-06-03,22.422499,13.1225,17.703749,13.8,13.8,0.0,13.009903,38.519997
2021-06-04,25.3725,17.6225,20.77875,5.0999994,5.0999994,0.0,17.072504,39.96
2021-06-05,31.5225,17.1225,24.066244,0.0,0.0,0.0,21.313093,43.199997
2021-06-06,31.422499,20.172499,25.655832,0.0,0.0,0.0,16.267857,29.88
2021-06-07,30.2725,20.7725,25.247496,0.3,0.3,0.0,16.981165,34.2
2021-06-08,30.172499,21.822498,25.137083,5.7999997,5.7999997,0.0,16.279802,31.68
2021-06-09,30.422499,21.3725,25.54333,1.4,1.4,0.0,11.592894,28.44
2021-06-10,26.4725,16.8725,22.451666,0.2,0.2,0.0,23.708124,42.12
2021-06-11,20.7225,15.3225,17.626665,0.5,0.5,0.0,14.904173,28.8
2021-06-12,21.322498,16.072498,18.464167,0.4,0.4,0.0,15.192682,29.16
2021-06-13,23.572498,14.7225,18.672499,0.1,0.1,0.0,19.130875,34.92
2021-06-14,21.2725,17.572498,19.057913,17.800001,17.800001,0.0,22.366402,49.68
2021-06-15,25.422499,17.322498,20.909998,0.6,0.6,0.0,17.873556,33.12
2021-06-16,23.2725,15.2725,19.42875,0.0,0.0,0.0,20.466246,38.16
2021-06-17,23.9725,12.3225,18.557915,0.0,0.0,0.0,13.551501,28.08
2021-06-18,27.4725,13.3225,20.782917,0.0,0.0,0.0,20.523157,37.44
2021-06-19,32.2725,19.4725,24.174582,2.0,2.0,0.0,22.915916,38.519997
2021-06-20,29.172499,17.2225,22.964167,0.3,0.3,0.0,21.578989,39.6
2021-06-21,27.7725,21.572498,24.645414,0.5,0.5,0.0,27.345785,48.239998
2021-06-22,24.4725,15.1225,20.547503,8.799999,8.799999,0.0,24.26998,42.12
2021-06-23,23.172499,12.3225,17.859997,0.0,0.0,0.0,17.287498,30.599998
2021-06-24,22.7225,13.5225,18.3725,0.0,0.0,0.0,20.808498,38.88
2021-06-25,24.172499,15.822499,19.457914,0.0,0.0,0.0,22.79684,41.039997
2021-06-26,26.2225,18.5225,22.666246,1.8000001,1.8000001,0.0,25.277023,49.68
2021-06-27,29.2225,22.072498,25.578749,0.5,0.5,0.0,19.64558,41.760002
2021-06-28,32.5225,22.8725,27.470413,0.0,0.0,0.0,23.087763,39.239998
2021-06-29,33.4725,23.9725,28.518333,0.0,0.0,0.0,23.14103,42.12
2021-06-30,35.372498,24.8725,29.755829,0.0,0.0,0.0,19.008547,35.64
2021-07-01,28.572498,21.822498,24.876665,22.9,22.9,0.0,13.556282,33.839996
2021-07-02,24.3725,19.922499,22.016249,28.0,28.0,0.0,10.195057,22.319998
2021-07-03,19.4725,16.5225,17.655834,16.7,16.7,0.0,27.103003,47.519997
2021-07-04,25.0225,15.6225,20.232914,1.7000003,1.7000003,0.0,11.983188,25.919998
2021-07-05,26.2725,17.9725,22.68708,0.2,0.2,0.0,22.461807,36.719997
2021-07-06,33.2725,21.922499,26.366247,0.6,0.6,0.0,29.758307,50.039997
2021-07-07,31.7725,21.9725,26.705832,1.0,1.0,0.0,19.523155,39.239998
2021-07-08,27.922499,21.3725,24.539164,12.200001,12.200001,0.0,23.863409,52.199997
2021-07-09,29.9725,21.7725,24.651665,37.2,37.2,0.0,33.574707,56.519997
2021-07-10,25.822498,20.822498,23.19333,1.0,1.0,0.0,15.546833,29.88
2021-07-11,24.672499,19.922499,22.4475,2.4999998,2.4999998,0.0,17.339897,37.8
2021-07-12,28.422499,22.2225,24.764166,16.2,16.2,0.0,13.089354,30.239998
2021-07-13,25.7225,21.072498,22.857916,1.8000001,1.8000001,0.0,13.755579,26.64
2021-07-14,30.5225,21.5225,24.903748,1.3,1.3,0.0,14.88242,35.28
2021-07-15,29.322498,21.1225,25.682915,0.1,0.1,0.0,15.021105,27.72
2021-07-16,32.372498,23.2725,27.674582,0.4,0.4,0.0,13.084402,32.399998
2021-07-17,30.672499,23.3725,26.759996,8.700001,8.700001,0.0,22.314194,40.32
2021-07-18,28.422499,23.172499,25.149582,15.0,15.0,0.0,20.431387,39.239998
2021-07-19,27.672499,20.8725,23.96,0.2,0.2,0.0,13.237038,30.239998
2021-07-20,31.0225,21.072498,25.566252,0.0,0.0,0.0,17.377226,30.960001
2021-07-21,28.0225,21.0225,23.94333,5.2999997,5.2999997,0.0,14.88242,29.16
2021-07-22,26.7225,17.7225,22.41625,0.0,0.0,0.0,15.629972,26.64
2021-07-23,26.2725,17.422499,22.389162,0.0,0.0,0.0,12.413477,26.64
2021-07-24,26.7225,18.1225,22.626663,0.0,0.0,0.0,17.208603,30.239998
2021-07-25,28.672499,19.922499,24.25583,7.9,7.9,0.0,20.674156,41.760002
2021-07-26,31.7725,21.6225,26.057913,0.0,0.0,0.0,13.53236,22.319998
2021-07-27,30.5225,19.3725,24.96208,0.1,0.1,0.0,24.248613,41.039997
2021-07-28,26.922499,20.322498,23.26208,1.1,1.1,0.0,17.727943,33.839996
2021-07-29,25.422499,19.7225,22.353746,32.2,32.2,0.0,27.238941,52.199997
2021-07-30,27.8725,19.322498,23.191252,0.0,0.0,0.0,25.20257,43.92
2021-07-31,25.822498,14.4225,19.734999,0.0,0.0,0.0,22.26477,40.32
2021-08-01,24.1225,16.3725,21.318335,0.70000005,0.70000005,0.0,21.749481,39.96
2021-08-02,26.5225,17.2225,21.449583,0.0,0.0,0.0,19.681828,37.079998
2021-08-03,24.172499,15.6725,20.357916,0.0,0.0,0.0,11.298495,19.44
2021-08-04,24.422499,17.5225,21.009998,0.8,0.8,0.0,13.979871,25.919998
2021-08-05,26.9725,17.422499,21.576666,0.1,0.1,0.0,14.182355,27.359999
2021-08-06,28.672499,17.072498,23.722502,0.0,0.0,0.0,21.67786,38.88
2021-08-07,29.6225,19.572498,24.53708,0.0,0.0,0.0,26.476522,45.36
2021-08-08,22.672499,18.822498,20.916248,13.200001,13.200001,0.0,20.371038,35.64
2021-08-09,26.322498,20.1225,22.845419,0.70000005,0.70000005,0.0,18.681883,34.56
2021-08-10,27.172499,20.2725,23.939163,5.8999996,5.8999996,0.0,18.218275,34.56
2021-08-11,31.7225,22.9725,26.593332,3.3999999,3.3999999,0.0,22.127556,41.039997
2021-08-12,35.0725,22.8725,28.249582,0.0,0.0,0.0,21.178896,43.92
2021-08-13,32.9725,24.672499,28.412079,0.0,0.0,0.0,20.037485,36.36
2021-08-14,31.422499,24.172499,27.128748,5.2,5.2,0.0,18.532133,31.319998
2021-08-15,27.6225,20.2725,23.618332,0.0,0.0,0.0,18.161278,32.760002
2021-08-16,26.5225,19.9725,22.826668,0.0,0.0,0.0,18.0036,32.039997
2021-08-17,26.1225,21.922499,23.71208,2.3000002,2.3000002,0.0,21.794127,39.239998
2021-08-18,26.922499,21.0225,24.318329,1.9,1.9,0.0,26.242987,46.079998
2021-08-19,30.322498,23.3725,26.32875,8.3,8.3,0.0,25.683926,48.6
2021-08-20,26.6225,22.0225,24.4975,1.8000001,1.8000001,0.0,12.015589,19.8
2021-08-21,27.0225,21.9725,24.551664,1.2,1.2,0.0,15.629971,29.519999
2021-08-22,23.5225,22.2725,22.95375,67.3,67.3,0.0,19.486609,33.12
2021-08-23,28.5225,21.822498,24.501665,35.100002,35.100002,0.0,28.84721,48.239998
2021-08-24,30.822498,21.7725,25.864164,0.0,0.0,0.0,14.24163,27.0
2021-08-25,31.2225,20.072498,25.797499,0.0,0.0,0.0,9.9571085,16.919998
2021-08-26,31.822498,22.5225,26.7475,0.1,0.1,0.0,16.215992,29.16
2021-08-27,32.3225,23.422499,27.137083,1.6,1.6,0.0,9.9571085,20.16
2021-08-28,25.8725,20.0225,22.916252,3.3000002,3.3000002,0.0,24.821732,44.28
2021-08-29,24.422499,19.1225,21.751665,2.0,2.0,0.0,13.849477,25.919998
2021-08-30,28.6225,21.572498,24.545416,5.2,5.2,0.0,16.135872,32.760002
2021-08-31,28.7725,21.172499,24.539162,0.0,0.0,0.0,16.80857,29.16
2021-09-01,23.172499,18.2725,21.34125,111.5,111.5,0.0,45.150948,83.520004
2021-09-02,24.3725,15.1225,19.332916,22.4,22.4,0.0,41.89014,81.0
2021-09-03,21.8725,14.1725,18.16625,0.0,0.0,0.0,15.2947035,29.519999
2021-09-04,24.922499,14.7225,19.526667,0.0,0.0,0.0,15.856356,26.28
2021-09-05,24.4725,16.8725,20.745415,1.2,1.2,0.0,15.4800005,37.8
2021-09-06,26.9725,19.0225,22.464167,0.0,0.0,0.0,20.188908,36.36
2021-09-07,25.9725,15.3725,20.672499,0.0,0.0,0.0,13.32,24.48
2021-09-08,26.4725,19.7225,23.128748,0.6,0.6,0.0,26.33911,52.199997
2021-09-09,22.7225,19.7225,21.062082,19.4,19.4,0.0,18.472595,40.32
2021-09-10,22.922499,16.072498,19.457916,0.0,0.0,0.0,25.305208,45.719997
2021-09-11,24.7225,13.2725,19.101667,0.0,0.0,0.0,16.548256,31.68
2021-09-12,28.922499,18.3725,22.893333,0.0,0.0,0.0,25.20257,44.639996
2021-09-13,29.0225,21.672499,24.884996,1.5999999,1.5999999,0.0,21.30093,36.0
2021-09-14,25.672499,19.2225,21.999582,0.1,0.1,0.0,18.847641,34.2
2021-09-15,29.8725,20.672499,24.66625,0.8,0.8,0.0,23.051247,39.239998
2021-09-16,23.9725,19.2225,21.47875,3.9999995,3.9999995,0.0,20.94507,38.16
2021-09-17,23.672499,20.1225,21.657915,1.6000001,1.6000001,0.0,20.523157,38.519997
2021-09-18,27.2725,19.2225,22.993332,0.4,0.4,0.0,15.315873,25.56
2021-09-19,23.5225,16.822498,20.347498,0.0,0.0,0.0,18.782204,34.92
2021-09-20,22.672499,15.0725,18.712082,0.3,0.3,0.0,17.148247,32.039997
2021-09-21,23.0225,16.7725,20.089165,0.1,0.1,0.0,15.990646,30.960001
2021-09-22,25.0225,19.6225,22.52875,4.8999996,4.8999996,0.0,30.05515,53.28
2021-09-23,26.0225,17.6225,23.016245,18.400002,18.400002,0.0,40.896065,71.28
2021-09-24,22.322498,15.4725,18.599583,26.2,26.2,0.0,15.509274,29.16
2021-09-25,22.6225,13.8725,18.207916,0.0,0.0,0.0,7.7043357,16.919998
2021-09-26,21.3725,15.5225,18.11625,0.0,0.0,0.0,24.312662,43.199997
2021-09-27,25.922499,14.6225,19.793333,0.0,0.0,0.0,25.488914,43.56
2021-09-28,22.422499,16.4725,19.593332,15.3,15.3,0.0,19.373219,39.6
2021-09-29,20.1225,11.4725,15.637085,0.1,0.1,0.0,22.238562,40.32
2021-09-30,18.9725,13.1225,15.3308325,0.0,0.0,0.0,20.730501,36.36
2021-10-01,19.422499,9.6225,14.2266655,0.0,0.0,0.0,12.55879,24.119999
2021-10-02,23.822498,10.7225,16.501665,0.0,0.0,0.0,17.654686,33.12
2021-10-03,25.922499,12.8725,18.912085,0.0,0.0,0.0,13.570615,26.28
2021-10-04,21.1225,16.672499,19.32458,22.800003,22.800003,0.0,19.242327,42.12
2021-10-05,19.922499,15.1225,16.989166,0.0,0.0,0.0,15.941944,28.44
2021-10-06,20.3725,16.072498,17.7725,0.0,0.0,0.0,6.8777895,14.4
2021-10-07,22.3725,16.0225,18.609997,0.4,0.4,0.0,11.013882,18.72
2021-10-08,23.8725,13.9225,18.522497,0.0,0.0,0.0,12.641076,21.24
2021-10-09,20.2225,15.2225,17.46208,0.4,0.4,0.0,22.314192,40.68
2021-10-10,18.822498,16.4725,17.343334,2.8,2.8,0.0,28.082308,50.039997
2021-10-11,21.4725,16.322498,18.132917,0.0,0.0,0.0,27.792374,48.96
2021-10-12,21.4725,15.3225,17.557915,0.0,0.0,0.0,12.819235,23.759998
2021-10-13,21.6225,14.9725,17.951666,0.1,0.1,0.0,12.904882,23.039999
2021-10-14,24.9725,15.2225,19.307917,0.0,0.0,0.0,16.766108,29.88
2021-10-15,24.9725,14.8725,19.587082,0.0,0.0,0.0,18.514643,29.519999
2021-10-16,24.5225,15.0225,20.084997,17.800001,17.800001,0.0,27.897097,46.079998
2021-10-17,17.3725,11.1225,13.909999,0.2,0.2,0.0,24.482647,41.760002
2021-10-18,15.9225,9.0725,11.937084,0.0,0.0,0.0,33.46451,57.239998
2021-10-19,19.072498,8.2225,13.4141655,0.0,0.0,0.0,24.863468,42.48
2021-10-20,24.2225,13.6725,17.882914,0.0,0.0,0.0,21.068459,34.2
2021-10-21,23.0225,11.7725,17.072498,0.0,0.0,0.0,17.782688,29.16
2021-10-22,20.2225,14.2225,17.3475,0.0,0.0,0.0,17.873556,29.16
2021-10-23,16.1225,10.5225,12.864166,0.4,0.4,0.0,14.934577,24.84
2021-10-24,15.4725,7.2725,11.876668,0.7,0.7,0.0,13.039754,24.48
2021-10-25,23.1225,13.8725,18.34125,10.9,10.9,0.0,20.06334,33.12
2021-10-26,17.0225,13.6225,15.682918,78.799995,78.799995,0.0,31.293089,52.199997
2021-10-27,16.1225,12.0725,13.832916,6.7999997,6.7999997,0.0,36.47388,64.079994
2021-10-28,15.0725,8.0225,11.512082,0.0,0.0,0.0,20.172853,33.12
2021-10-29,14.1725,8.7225,11.480832,9.299999,9.299999,0.0,37.97104,65.88
2021-10-30,17.7225,12.3225,15.441249,6.699999,6.699999,0.0,40.872288,68.03999
2021-10-31,18.2725,12.3725,14.534999,5.8999996,5.8999996,0.0,22.148045,37.44
2021-11-01,14.5225,7.8225,11.676669,0.0,0.0,0.0,21.868332,38.16
2021-11-02,11.3725,7.0225,9.295417,0.70000005,0.70000005,0.0,14.587776,27.72
2021-11-03,10.8725,3.4725,6.830833,0.1,0.1,0.0,17.148247,31.319998
2021-11-04,9.7725,2.6725001,6.3683333,0.0,0.0,0.0,10.30883,19.8
2021-11-05,10.6225,3.2725,6.3370833,0.0,0.0,0.0,15.517629,29.88
2021-11-06,10.4725,2.9725,6.7495837,0.0,0.0,0.0,9.504272,18.72
2021-11-07,11.8225,2.6725001,6.887083,0.0,0.0,0.0,11.177405,21.24
2021-11-08,16.5225,6.5725,10.628751,0.0,0.0,0.0,19.164719,34.56
2021-11-09,19.4725,5.8725,11.6225,0.0,0.0,0.0,10.086427,19.08
2021-11-10,17.2725,7.6725,12.449582,0.4,0.4,0.0,22.473343,38.519997
2021-11-11,15.0225,3.9225001,10.00375,0.4,0.4,0.0,25.133053,39.6
2021-11-12,18.4725,8.6225,15.1225,16.1,16.1,0.0,40.66885,70.92
2021-11-13,16.072498,4.8225,9.074584,3.8000002,3.8000002,0.0,37.827415,65.159996
2021-11-14,8.3725,2.8725,5.935,0.70000005,0.70000005,0.0,20.674158,34.56
2021-11-15,8.6225,1.9725001,5.50375,1.1,1.1,0.0,31.003918,53.28
2021-11-16,9.5225,1.8725,5.157917,0.0,0.0,0.0,21.2522,36.719997
2021-11-17,12.2725,0.3225,7.26625,0.0,0.0,0.0,21.578989,36.36
2021-11-18,18.922499,9.4725,13.326667,2.6,2.6,0.0,23.950148,39.239998
2021-11-19,9.7225,3.6225,6.7475,3.0,3.0,0.0,29.758307,50.76
2021-11-20,6.6725,0.1725,4.1787505,0.0,0.0,0.0,15.546833,25.919998
2021-11-21,11.8725,4.7225,8.21,0.7,0.7,0.0,20.49156,32.399998
2021-11-22,11.2725,2.4725,8.414168,1.4000001,1.4000001,0.0,23.510508,42.48
2021-11-23,5.4725,-0.3775,2.1683333,0.5,0.1,0.28,28.62396,48.96
2021-11-24,7.0225,-1.5775,2.1329167,0.0,0.0,0.0,18.161278,30.239998
2021-11-25,11.2725,1.0225,5.903751,0.0,0.0,0.0,11.808878,21.599998
2021-11-26,7.4225,1.6725,5.7433333,8.400001,8.400001,0.0,29.68636,53.639996
2021-11-27,4.5225,0.47249997,2.0849998,0.0,0.0,0.0,30.385365,54.0
2021-11-28,4.4725,0.27249998,2.02875,2.0,0.0,1.4000001,10.931203,20.16
2021-11-29,5.8725,-0.6775,2.8829172,0.3,0.3,0.0,21.578989,37.44
2021-11-30,4.7225,-2.5774999,1.2079167,0.2,0.2,0.0,19.008545,33.839996
