PULocationID,Fecha,trip_distance,fare_amount,Es_verde,cantidad_viajes
1,2019-05-01,214781.21,685007.6,0,18523
1,2019-05-02,208634.37,678391.25,0,18391
1,2019-05-03,203960.16,663468.77,0,18126
1,2019-05-04,153257.78,483322.15,0,13950
1,2019-05-05,210963.0,669724.45,0,18730
1,2019-05-06,219109.3,704060.21,0,19403
1,2019-05-07,185012.84,597064.68,0,16579
1,2019-05-08,199672.91,649608.06,0,18175
1,2019-05-09,197434.52,638362.58,0,17729
1,2019-05-10,194022.14,628639.32,0,17690
1,2019-05-11,149380.66,476781.92,0,13710
1,2019-05-12,206675.73,641247.1,0,18020
1,2019-05-13,217223.93,706879.62,0,18875
1,2019-05-14,194108.8,626814.95,0,17446
1,2019-05-15,196047.57,647583.17,0,17508
1,2019-05-16,203433.36,679446.56,0,18208
1,2019-05-17,208818.84,701338.25,0,18478
1,2019-05-18,167989.34,534220.14,0,15357
1,2019-05-19,214907.59,674041.5,0,19073
1,2019-05-20,240462.61,772762.77,0,20615
1,2019-05-21,194965.74,632976.4,0,17568
1,2019-05-22,190004.69,620821.82,0,17191
1,2019-05-23,184740.68,610776.4,0,16736
1,2019-05-24,198614.81,645578.49,0,17828
1,2019-05-25,139061.27,434240.17,0,13017
1,2019-05-26,143599.73,446434.29,0,13349
1,2019-05-27,218472.52,665792.63,0,18673
1,2019-05-28,206597.72,656785.16,0,17919
1,2019-05-29,205882.06,660989.4,0,18128
1,2019-05-30,208496.63,667272.01,0,18145
1,2019-05-31,219015.93,714163.38,0,19943
2,2019-05-01,2786.04,12005.16,0,431
2,2019-05-02,2904.41,12669.37,0,443
2,2019-05-03,3511.12,15624.24,0,545
2,2019-05-04,2670.4,11368.16,0,448
2,2019-05-05,2979.15,13367.77,0,523
2,2019-05-06,2928.63,11972.9,0,418
2,2019-05-07,2945.85,12685.9,0,446
2,2019-05-08,3120.29,12408.41,0,467
2,2019-05-09,2785.07,12385.7,0,434
2,2019-05-10,3019.94,12737.45,0,519
2,2019-05-11,3073.27,13793.34,0,532
2,2019-05-12,3148.29,13544.79,0,504
2,2019-05-13,2886.71,11685.47,0,424
2,2019-05-14,3196.94,12913.02,0,441
2,2019-05-15,3239.21,13565.4,0,478
