PULocationID,Fecha,trip_distance,fare_amount,Es_verde,cantidad_viajes
1,2019-09-01,159836.1,498766.55,0,14275
1,2019-09-02,195152.97,600123.35,0,16780
1,2019-09-03,224330.25,716614.39,0,19368
1,2019-09-04,176497.15,567624.98,0,15717
1,2019-09-05,170744.7,566269.15,0,15685
1,2019-09-06,166834.43,555120.58,0,15145
1,2019-09-07,143666.89,454558.15,0,12796
1,2019-09-08,193489.09,612691.63,0,16981
1,2019-09-09,191546.67,625276.66,0,17056
1,2019-09-10,171050.44,563504.73,0,15337
1,2019-09-11,162276.52,531278.38,0,14790
1,2019-09-12,184008.42,613877.79,0,16541
1,2019-09-13,184620.22,616853.78,0,16640
1,2019-09-14,149950.6,475315.93,0,13464
1,2019-09-15,199707.61,634633.07,0,17610
1,2019-09-16,201686.61,653918.37,0,17710
1,2019-09-17,170648.5,565468.83,0,15550
1,2019-09-18,180418.46,588578.87,0,16062
1,2019-09-19,195539.94,646568.61,0,17418
1,2019-09-20,187572.26,625774.83,0,16724
1,2019-09-21,152601.4,488628.83,0,13747
1,2019-09-22,205794.82,655219.69,0,18073
1,2019-09-23,209521.03,833040.34,0,17725
1,2019-09-24,177029.28,582719.14,0,15594
1,2019-09-25,178551.66,597892.43,0,15963
1,2019-09-26,195357.98,660699.75,0,17305
1,2019-09-27,194175.96,651989.65,0,17676
1,2019-09-28,137552.46,440445.83,0,12798
1,2019-09-29,177886.08,564450.66,0,15994
1,2019-09-30,179396.37,568163.93,0,16179
2,2019-09-01,2367.93,10406.39,0,478
2,2019-09-02,1080.13,6046.16,0,215
2,2019-09-03,2014.46,9210.08,0,370
2,2019-09-04,2352.71,10917.41,0,431
2,2019-09-05,2720.5099999999998,11685.54,0,458
2,2019-09-06,2321.02,10625.27,0,424
2,2019-09-07,1474.45,6719.2,0,307
2,2019-09-08,1960.79,9133.66,0,400
2,2019-09-09,2419.9,11105.03,0,449
2,2019-09-10,2346.34,10425.47,0,425
2,2019-09-11,2409.67,10248.7,0,402
2,2019-09-12,2173.53,10642.16,0,396
2,2019-09-13,2379.3,11159.37,0,437
2,2019-09-14,1787.74,8104.6,0,357
2,2019-09-15,2063.67,9125.24,0,383
2,2019-09-16,1977.74,9668.93,0,414
2,2019-09-17,2254.52,10270.89,0,382
2,2019-09-18,2672.71,11653.14,0,450
2,2019-09-19,2388.04,9572.33,0,357
2,2019-09-20,2546.77,11017.93,0,405
2,2019-09-21,2157.95,9587.54,0,457
2,2019-09-22,2157.28,9823.74,0,440
2,2019-09-23,2116.35,9537.25,0,343
2,2019-09-24,2047.43,9346.3,0,361
2,2019-09-25,2610.24,11232.94,0,417
2,2019-09-26,2514.51,10714.61,0,407
2,2019-09-27,2605.64,11735.36,0,425
2,2019-09-28,1963.5,7832.55,0,351
2,2019-09-29,1875.02,8316.4,0,354
2,2019-09-30,1974.4,8307.22,0,332
3,2019-09-01,343327.22,1501203.23,0,129690
3,2019-09-02,304094.93,1278980.81,0,115852
3,2019-09-03,403626.81,1954872.95,0,174988
3,2019-09-04,463994.15,2328565.42,0,204336
