PULocationID,Fecha,trip_distance,fare_amount,Es_verde,cantidad_viajes
1,2019-04-01,236370.9,739067.72,0,20123
1,2019-04-02,208403.45,649691.4,0,18362
1,2019-04-03,196605.34,627544.77,0,17660
1,2019-04-04,208027.09,675820.96,0,18648
1,2019-04-05,193664.57,635520.6,0,17470
1,2019-04-06,149475.38,468571.25,0,13586
1,2019-04-07,211484.73,666339.68,0,18542
1,2019-04-08,217979.56,692386.87,0,19025
1,2019-04-09,188033.31,599094.37,0,16898
1,2019-04-10,191147.02,613400.84,0,17162
1,2019-04-11,196903.69,634301.83,0,17455
1,2019-04-12,196947.28,633956.26,0,17344
1,2019-04-13,164271.78,518537.71,0,14985
1,2019-04-14,184769.12,575083.46,0,16356
1,2019-04-15,209532.0,669842.78,0,18343
1,2019-04-16,207319.08,661191.44,0,18310
1,2019-04-17,180783.32,579203.82,0,16092
1,2019-04-18,198058.6,640668.43,0,17492
1,2019-04-19,168223.24,528987.59,0,15032
1,2019-04-20,126955.37,404478.49,0,11718
1,2019-04-21,165556.57,514001.83,0,15123
1,2019-04-22,203501.37,645713.88,0,17844
1,2019-04-23,201714.14,635070.7,0,17752
1,2019-04-24,192225.24,609546.0,0,17174
1,2019-04-25,204826.17,653441.96,0,17949
1,2019-04-26,186920.05,591625.0,0,16424
1,2019-04-27,181010.1,560335.03,0,15738
1,2019-04-28,210816.18,646898.58,0,18301
1,2019-04-29,234058.56,1128097.37,0,20136
1,2019-04-30,220582.26,699438.39,0,19062
2,2019-04-01,5968.84,21470.14,0,785
2,2019-04-02,5369.62,18966.56,0,666
2,2019-04-03,6468.85,23732.21,0,828
2,2019-04-04,5816.88,20973.65,0,716
2,2019-04-05,5844.51,21388.81,0,774
2,2019-04-06,4006.73,15389.88,0,599
2,2019-04-07,4727.19,17064.02,0,659
2,2019-04-08,3871.11,14712.6,0,538
2,2019-04-09,4294.94,16341.08,0,579
2,2019-04-10,4207.66,16964.13,0,577
2,2019-04-11,4071.11,16049.32,0,563
2,2019-04-12,4389.13,16478.06,0,619
2,2019-04-13,2981.05,11233.63,0,497
2,2019-04-14,3054.88,10967.97,0,461
2,2019-04-15,2978.97,11877.44,0,460
2,2019-04-16,3924.97,14934.5,0,514
2,2019-04-17,3874.13,15459.07,0,579
2,2019-04-18,3399.04,13687.0,0,507
2,2019-04-19,3749.05,15513.13,0,612
2,2019-04-20,2688.3,10890.25,0,459
2,2019-04-21,4299.6,16958.38,0,647
2,2019-04-22,2928.04,11137.82,0,418
2,2019-04-23,3275.45,12751.08,0,480
2,2019-04-24,3585.36,14004.21,0,494
2,2019-04-25,3168.88,12838.42,0,474
2,2019-04-26,2953.8,12347.65,0,432
2,2019-04-27,2486.73,10270.16,0,394
2,2019-04-28,2761.82,11504.71,0,435
2,2019-04-29,2944.49,13101.04,0,438
2,2019-04-30,3025.0,12987.35,0,429
3,2019-04-01,484595.17,2284897.32,0,208381
3,2019-04-02,541798.69,2632263.3,0,234814
3,2019-04-03,576630.53,2799197.2,0,241199
3,2019-04-04,615827.7,3017011.68,0,253425
3,2019-04-05,619659.41,3125166.82,0,269121
3,2019-04-06,572273.05,2712351.84,0,240745
3,2019-04-07,517105.51,2258580.53,0,197791
3,2019-04-08,491323.96,2280574.75,0,204623
3,2019-04-09,548887.28,2663717.21,0,238145
3,2019-04-10,566800.34,2755955.96,0,238738
3,2019-04-11,603135.36,2949126.54,0,251392
3,2019-04-12,593558.02,2942663.24,0,256573
3,2019-04-13,573439.52,2704107.23,0,241097
3,2019-04-14,519561.36,2291770.22,0,202269
3,2019-04-15,510056.51,2485271.49,0,223900
3,2019-04-16,538236.63,2678235.63,0,231121
3,2019-04-17,569604.72,2861619.26,0,244350
3,2019-04-18,584376.8,2961417.08,0,245134
3,2019-04-19,528884.85,2477411.76,0,222428
3,2019-04-20,460672.47,2119417.92,0,195241
3,2019-04-21,434780.1,1842899.76,0,165442
3,2019-04-22,446716.05,2156700.55,0,190990
3,2019-04-23,502333.38,2433326.15,0,213469
3,2019-04-24,525797.76,2582015.34,0,221022
3,2019-04-25,581736.71,2894667.24,0,244358
3,2019-04-26,540954.42,2740171.71,0,231114
3,2019-04-27,548121.56,2615224.35,0,230106
3,2019-04-28,504260.19,2201877.09,0,197722
3,2019-04-29,480643.77,2273595.64,0,204594
3,2019-04-30,536150.46,2633800.06,0,230822
4,2019-04-01,69.53,268.82,0,6
4,2019-04-02,115.72,334.95,0,7
4,2019-04-03,179.45,675.5,0,11
4,2019-04-04,105.08,604.69,0,15
4,2019-04-05,133.01,393.0,0,9
4,2019-04-06,92.46000000000001,431.24,0,7
4,2019-04-07,104.97,465.5,0,14
4,2019-04-08,169.08,595.51,0,7
4,2019-04-09,97.24,441.01,0,10
4,2019-04-10,136.09,807.5,0,12
4,2019-04-11,203.04,655.0,0,12
4,2019-04-12,137.64,647.66,0,15
4,2019-04-13,183.03,654.0,0,16
4,2019-04-14,168.65,622.5,0,18
4,2019-04-15,196.42000000000002,581.0,0,12
4,2019-04-16,245.93,767.2,0,12
4,2019-04-17,143.91,436.0,0,11
4,2019-04-18,135.22,544.54,0,7
4,2019-04-19,157.03,395.41,0,10
4,2019-04-20,152.1,475.82,0,17
4,2019-04-21,108.45,326.17,0,9
4,2019-04-22,97.35,410.0,0,7
4,2019-04-23,83.34,446.71,0,10
4,2019-04-24,94.68,449.7,0,9
4,2019-04-25,182.67,975.91,0,13
4,2019-04-26,143.73000000000002,512.03,0,11
4,2019-04-27,115.55,337.0,0,7
4,2019-04-28,242.86,692.58,0,13
4,2019-04-29,110.18,272.71,0,7
4,2019-04-30,75.43,254.95,0,6
5,2019-04-01,17721.69,68580.46,0,3315
5,2019-04-02,17067.02,66730.96,0,3210
5,2019-04-03,18820.65,74469.74,0,3737
5,2019-04-04,20128.17,78048.98,0,3854
5,2019-04-05,20305.92,83779.87,0,4246
5,2019-04-06,19275.7,76818.34,0,4420
5,2019-04-07,18506.86,71152.86,0,3923
5,2019-04-08,14693.49,59056.83,0,2850
5,2019-04-09,14265.27,59007.73,0,3063
5,2019-04-10,15217.32,63762.44,0,3219
5,2019-04-11,14987.17,62068.45,0,3253
5,2019-04-12,14683.61,61672.36,0,3517
5,2019-04-13,16887.45,68906.84,0,4179
5,2019-04-14,14700.1,59550.86,0,3580
5,2019-04-15,13759.62,57669.66,0,3122
5,2019-04-16,14679.95,61583.62,0,3166
5,2019-04-17,14401.94,60438.99,0,3210
5,2019-04-18,14867.72,64004.41,0,3342
5,2019-04-19,14369.73,59765.18,0,3291
5,2019-04-20,12531.69,50711.94,0,3052
5,2019-04-21,15203.73,60888.49,0,3412
5,2019-04-22,9644.44,40282.44,0,2002
5,2019-04-23,12535.82,52105.55,0,2677
5,2019-04-24,13249.05,55707.61,0,2863
5,2019-04-25,12814.9,54064.0,0,2935
5,2019-04-26,11763.66,50314.99,0,2793
5,2019-04-27,12913.77,55610.57,0,3373
5,2019-04-28,14510.95,59931.73,0,3384
5,2019-04-29,11945.32,51180.58,0,2523
5,2019-04-30,11908.68,50812.18,0,2555
