PULocationID,Fecha,trip_distance,fare_amount,Es_verde,cantidad_viajes
1,2019-12-01,227880.93,706370.71,0,19390
1,2019-12-02,241744.38,770767.25,0,20610
1,2019-12-03,230937.44,752455.75,0,20416
1,2019-12-04,199356.51,662943.58,0,17836
1,2019-12-05,205537.34,692235.63,0,18219
1,2019-12-06,187064.79,631553.76,0,17049
1,2019-12-07,138826.71,449611.5,0,12859
1,2019-12-08,191369.3,617511.09,0,17382
1,2019-12-09,202652.8,681125.05,0,17964
1,2019-12-10,179310.59,608737.28,0,16418
1,2019-12-11,170283.22,567858.41,0,15784
1,2019-12-12,199853.9,692029.27,0,18323
1,2019-12-13,140131.63,616185.97,0,16468
1,2019-12-14,135909.91,444599.53,0,12898
1,2019-12-15,176290.39,573472.93,0,16397
1,2019-12-16,164070.34,547209.28,0,15368
1,2019-12-17,143540.21,484100.78,0,13617
1,2019-12-18,149322.39,505208.34,0,14261
1,2019-12-19,162720.17,548187.9,0,15476
1,2019-12-20,157351.81,526889.63,0,14629
1,2019-12-21,121087.34,389714.75,0,11373
1,2019-12-22,126022.47,409893.21,0,12035
1,2019-12-23,129402.76,423226.09,0,12194
1,2019-12-24,92790.66,298647.06,0,9315
1,2019-12-25,94127.81,296067.89,0,8783
1,2019-12-26,158469.3,495769.29,0,14291
1,2019-12-27,168010.65,531452.63,0,15242
1,2019-12-28,157456.06,491882.37,0,14081
1,2019-12-29,181658.59,566452.4,0,16118
1,2019-12-30,173939.8,547545.94,0,15460
1,2019-12-31,135550.83,424081.47,0,12336
2,2019-12-01,1397.83,7002.03,0,310
2,2019-12-02,2007.6,9356.130000000001,0,325
2,2019-12-03,2376.79,10253.11,0,377
2,2019-12-04,2611.47,12111.37,0,421
2,2019-12-05,2488.81,11144.45,0,407
2,2019-12-06,2118.56,11623.75,0,443
2,2019-12-07,1516.14,8357.81,0,347
2,2019-12-08,1965.18,9573.13,0,382
2,2019-12-09,2130.64,11215.55,0,430
